workload,trace_id,scale_selected,node_id,call_index,trace_llm_calls,prompt_qwen36_tokens,input_nemotron_tokens,output_recorded_tokens,output_reasoning_tokens,output_nonreasoning_tokens,output_unknown_tokens,capture_llm_phase_seconds
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-001,1,22,7216,7811,170,117,53,0,8.686000108718872
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-002,2,22,10267,10937,75,24,51,0,29.94600009918213
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-003,3,22,13267,14036,68,24,44,0,26.42899990081787
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-004,4,22,18872,19859,322,266,56,0,22.109999895095825
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-005,5,22,19480,20485,200,145,55,0,9.968999862670898
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-006,6,22,22620,23744,262,208,54,0,21.5939998626709
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-007,7,22,25506,26717,80,26,54,0,1.3310000896453857
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-008,8,22,29703,31073,219,164,55,0,19.17799997329712
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-009,9,22,32589,34046,86,35,51,0,1.5409998893737793
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-010,10,22,34690,36213,85,28,57,0,1.937999963760376
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-011,11,22,37712,39330,68,23,45,0,2.696000099182129
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-012,12,22,42617,44406,235,178,57,0,4.674999952316284
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-013,13,22,45674,47562,78,19,59,0,5.960999965667725
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-014,14,22,48047,50020,336,280,56,0,8.03499984741211
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-015,15,22,51014,53079,261,205,56,0,4.985999822616577
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-016,16,22,51628,53711,235,178,57,0,8.233999967575073
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-017,17,22,52045,54131,174,109,65,0,4.446000099182129
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-018,18,22,55188,57392,76,24,52,0,1.4010000228881836
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-019,19,22,57641,59962,247,189,58,0,7.824000120162964
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-020,20,22,60763,63178,314,249,65,0,15.299999952316284
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-021,21,22,63896,66430,229,185,44,0,19.811000108718872
openclaw,624cbf11-6a41-4692-af9c-36b3e5ca3130,True,llm-022,22,22,69507,,368,,,368,2.6519999504089355
openclaw,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,True,llm-001,1,7,7180,7793,150,93,57,0,2.690000057220459
openclaw,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,True,llm-002,2,7,10135,10827,158,105,53,0,2.2339999675750732
openclaw,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,True,llm-003,3,7,13405,14125,238,171,67,0,3.7009999752044678
openclaw,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,True,llm-004,4,7,39284,40986,100,47,53,0,3.1480000019073486
openclaw,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,True,llm-005,5,7,40616,42393,105,43,62,0,2.0400002002716064
openclaw,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,True,llm-006,6,7,40936,42717,66,13,53,0,3.2100000381469727
openclaw,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,True,llm-007,7,7,44244,46048,527,347,180,0,8.412000179290771
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-001,1,30,7222,7824,210,156,54,0,2.8450000286102295
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-002,2,30,10274,10929,233,178,55,0,5.25600004196167
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-003,3,30,10871,11525,89,30,59,0,3.3340001106262207
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-004,4,30,14488,15221,148,35,113,0,2.2939999103546143
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-005,5,30,14662,15390,78,22,56,0,3.8530001640319824
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-006,6,30,17746,18510,80,16,64,0,3.878999948501587
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-007,7,30,17873,18630,78,20,58,0,3.687000036239624
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-008,8,30,18390,19161,90,11,79,0,4.0950000286102295
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-009,9,30,18830,19612,84,32,52,0,4.04200005531311
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-010,10,30,21976,22802,87,37,50,0,1.4470000267028809
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-011,11,30,28220,28994,105,29,76,0,4.141000032424927
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-012,12,30,34500,35218,82,27,55,0,4.190999984741211
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-013,13,30,40894,41593,208,149,59,0,7.267999887466431
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-014,14,30,44590,45362,227,175,52,0,9.059000015258789
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-015,15,30,47895,48702,75,20,55,0,4.822000026702881
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-016,16,30,48488,49296,99,31,68,0,1.996000051498413
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-017,17,30,48619,49420,99,33,66,0,2.247999906539917
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-018,18,30,48748,49542,89,32,57,0,4.375
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-019,19,30,51964,52839,121,59,62,0,4.711999893188477
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-020,20,30,52089,52957,117,36,81,0,2.0969998836517334
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-021,21,30,58519,59364,642,587,55,0,8.578999996185303
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-022,22,30,61945,62877,106,25,81,0,1.7379999160766602
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-023,23,30,62578,63505,106,52,54,0,2.4549999237060547
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-024,24,30,65869,66818,102,34,68,0,1.9079999923706055
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-025,25,30,66000,66942,84,32,52,0,1.3239998817443848
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-026,26,30,69438,70399,310,255,55,0,4.1529998779296875
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-027,27,30,70035,70995,100,43,57,0,1.5169999599456787
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-028,28,30,85257,86604,205,148,57,0,3.4739999771118164
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-029,29,30,85706,87049,96,30,66,0,1.7420001029968262
openclaw,983bba7c-c092-455f-b6c9-7857003d48fc,True,llm-030,30,30,86136,87487,1014,667,347,0,12.54200005531311
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-001,1,13,7218,7820,156,100,56,0,2.2960000038146973
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-002,2,13,10023,10678,122,65,57,0,2.2250001430511475
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-003,3,13,12537,13323,87,26,61,0,1.4660000801086426
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-004,4,13,16918,18026,89,39,50,0,2.4210000038146973
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-005,5,13,18761,19894,61,15,46,0,1.8529999256134033
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-006,6,13,21107,22341,64,14,50,0,1.1319999694824219
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-007,7,13,28532,29849,331,272,59,0,7.513000011444092
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-008,8,13,31273,32629,80,45,35,0,4.443000078201294
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-009,9,13,34892,36227,96,43,53,0,4.9059998989105225
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-010,10,13,35380,36707,74,33,41,0,2.00600004196167
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-011,11,13,39053,40383,424,372,52,0,6.473999977111816
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-012,12,13,42061,43434,130,81,49,0,2.007999897003174
openclaw,b4cc024b-3f5e-480e-b96a-6656493255b5,True,llm-013,13,13,44988,46416,135,68,67,0,2.0309998989105225
openclaw,2d83110e-a098-4ebb-9987-066c06fa42d0,True,llm-001,1,1,7194,7794,150,101,49,0,2.1410000324249268
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-001,1,67,7243,7845,190,134,56,0,2.5969998836517334
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-002,2,67,10398,11037,106,37,69,0,1.5900001525878906
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-003,3,67,16278,17003,103,44,59,0,2.7009999752044678
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-004,4,67,23723,24537,104,34,70,0,2.197999954223633
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-005,5,67,27917,28852,130,60,70,0,2.375
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-006,6,67,32113,33169,108,38,70,0,2.3969998359680176
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-007,7,67,36305,37484,124,48,76,0,2.572000026702881
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-008,8,67,44266,45509,155,86,69,0,2.4619998931884766
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-009,9,67,53961,55077,157,47,110,0,2.7910001277923584
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-010,10,67,54326,55445,142,65,77,0,5.291000127792358
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-011,11,67,62181,63389,146,76,70,0,2.377000093460083
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-012,12,67,71430,72537,156,55,101,0,2.699000120162964
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-013,13,67,71549,72656,108,58,50,0,2.375999927520752
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-014,14,67,80916,81910,145,39,106,0,2.7990000247955322
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-015,15,67,81041,82034,136,30,106,0,3.0789999961853027
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-016,16,67,81166,82158,175,77,98,0,3.4010000228881836
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-017,17,67,87296,88377,203,97,106,0,3.2109999656677246
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-018,18,67,87421,88501,210,113,97,0,3.683000087738037
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-019,19,67,91447,92644,491,392,99,0,8.33400011062622
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-020,20,67,91564,92761,180,74,106,0,3.43999981880188
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-021,21,67,91689,92885,134,28,106,0,2.9090001583099365
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-022,22,67,91814,93009,156,60,96,0,4.888999938964844
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-023,23,67,94788,96013,216,125,91,0,4.7769999504089355
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-024,24,67,94926,96154,118,27,91,0,3.0149998664855957
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-025,25,67,95064,96295,122,31,91,0,5.403000116348267
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-026,26,67,95202,96436,107,16,91,0,2.177999973297119
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-027,27,67,95340,96577,117,26,91,0,2.4050002098083496
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-028,28,67,95478,96718,135,44,91,0,4.734999895095825
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-029,29,67,95616,96859,128,37,91,0,2.2820000648498535
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-030,30,67,95754,97000,135,44,91,0,3.421999931335449
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-031,31,67,95896,97145,122,31,91,0,2.5490000247955322
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-032,32,67,96038,97290,121,28,93,0,2.5290000438690186
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-033,33,67,108321,109813,134,43,91,0,3.001000165939331
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-034,34,67,108463,109958,124,33,91,0,4.674999952316284
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-035,35,67,108605,110103,111,20,91,0,2.4729998111724854
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-036,36,67,108747,110248,111,20,91,0,2.75
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-037,37,67,108889,110393,123,32,91,0,4.36899995803833
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-038,38,67,109031,110538,123,32,91,0,2.759000062942505
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-039,39,67,109173,110683,181,90,91,0,8.06000018119812
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-040,40,67,109353,110864,109,17,92,0,2.1559998989105225
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-041,41,67,110803,112315,123,32,91,0,3.4690001010894775
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-042,42,67,110983,112496,121,30,91,0,2.4580001831054688
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-043,43,67,111163,112677,121,30,91,0,2.4689998626708984
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-044,44,67,111343,112858,117,26,91,0,1.876000165939331
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-045,45,67,111523,113039,119,28,91,0,2.235999822616577
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-046,46,67,111703,113220,127,36,91,0,2.3010001182556152
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-047,47,67,111883,113401,121,30,91,0,1.944000005722046
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-048,48,67,112063,113582,149,58,91,0,2.614000082015991
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-049,49,67,112243,113763,116,25,91,0,2.0950000286102295
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-050,50,67,112423,113944,121,30,91,0,2.0959999561309814
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-051,51,67,112603,114125,130,36,94,0,2.5169999599456787
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-052,52,67,116051,117630,123,32,91,0,5.436999797821045
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-053,53,67,116231,117811,125,34,91,0,3.937000036239624
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-054,54,67,116411,117992,119,20,99,0,6.944000005722046
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-055,55,67,116601,118181,121,30,91,0,7.871999979019165
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-056,56,67,116781,118362,131,40,91,0,2.4089999198913574
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-057,57,67,116961,118543,129,38,91,0,5.150000095367432
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-058,58,67,117141,118724,121,30,91,0,3.946000099182129
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-059,59,67,117321,118905,115,41,74,0,3.7810001373291016
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-060,60,67,127062,128521,137,46,91,0,4.0950000286102295
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-061,61,67,127204,128666,130,39,91,0,2.8010001182556152
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-062,62,67,127346,128811,130,39,91,0,2.7339999675750732
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-063,63,67,127488,128956,130,39,91,0,4.341000080108643
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-064,64,67,127630,129101,140,49,91,0,5.312999963760376
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-065,65,67,127772,129246,140,49,91,0,3.0759999752044678
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-066,66,67,127914,129391,130,39,91,0,2.803999900817871
openclaw,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,True,llm-067,67,67,128056,,130,,,130,2.3489999771118164
openclaw,5cfb274c-0207-4aa7-9575-6ac0bd95d9b2,True,llm-001,1,5,7275,7877,372,27,345,0,5.79800009727478
openclaw,5cfb274c-0207-4aa7-9575-6ac0bd95d9b2,True,llm-002,2,5,9508,10105,916,337,579,0,12.886000156402588
openclaw,5cfb274c-0207-4aa7-9575-6ac0bd95d9b2,True,llm-003,3,5,10989,11467,652,86,566,0,11.434000015258789
openclaw,5cfb274c-0207-4aa7-9575-6ac0bd95d9b2,True,llm-004,4,5,13272,13682,569,258,311,0,9.71500015258789
openclaw,5cfb274c-0207-4aa7-9575-6ac0bd95d9b2,True,llm-005,5,5,13706,14094,113,104,9,0,4.549000024795532
openclaw,9b54f9d9-35ee-4a14-b62f-d130ea00317f,True,llm-001,1,8,7221,7825,200,30,170,0,2.7669999599456787
openclaw,9b54f9d9-35ee-4a14-b62f-d130ea00317f,True,llm-002,2,8,7638,8256,179,9,170,0,2.3529999256134033
openclaw,9b54f9d9-35ee-4a14-b62f-d130ea00317f,True,llm-003,3,8,7876,8502,173,39,134,0,2.3509998321533203
openclaw,9b54f9d9-35ee-4a14-b62f-d130ea00317f,True,llm-004,4,8,16590,17949,311,101,210,0,4.1499998569488525
openclaw,9b54f9d9-35ee-4a14-b62f-d130ea00317f,True,llm-005,5,8,17286,18654,9389,7960,1429,0,109.51099991798401
openclaw,9b54f9d9-35ee-4a14-b62f-d130ea00317f,True,llm-006,6,8,22193,23466,4571,3090,1481,0,57.65900015830994
openclaw,9b54f9d9-35ee-4a14-b62f-d130ea00317f,True,llm-007,7,8,24506,25849,4712,3544,1168,0,56.22200012207031
openclaw,9b54f9d9-35ee-4a14-b62f-d130ea00317f,True,llm-008,8,8,26804,,2209,,,2209,3.3630001544952393
openclaw,e8cb5b03-41e0-4086-99e5-f6806cd97211,True,llm-001,1,5,7272,7873,132,87,45,0,5.589000225067139
openclaw,e8cb5b03-41e0-4086-99e5-f6806cd97211,True,llm-002,2,5,9766,10382,88,40,48,0,2.180999994277954
openclaw,e8cb5b03-41e0-4086-99e5-f6806cd97211,True,llm-003,3,5,15963,16668,103,51,52,0,2.3589999675750732
openclaw,e8cb5b03-41e0-4086-99e5-f6806cd97211,True,llm-004,4,5,20582,21352,87,35,52,0,1.4130001068115234
openclaw,e8cb5b03-41e0-4086-99e5-f6806cd97211,True,llm-005,5,5,25041,25874,696,517,179,0,8.605000019073486
openclaw,27d5d136-8563-469e-92bf-fd103c28b57c,True,llm-001,1,1,7284,7896,843,477,366,0,13.20300006866455
openclaw,dc28cf18-6431-458b-83ef-64b3ce566c10,True,llm-001,1,3,7351,7969,2015,1572,443,0,30.145000219345093
openclaw,dc28cf18-6431-458b-83ef-64b3ce566c10,True,llm-002,2,3,7829,8465,695,356,339,0,9.47000002861023
openclaw,dc28cf18-6431-458b-83ef-64b3ce566c10,True,llm-003,3,3,8209,8854,329,319,10,0,5.022000074386597
openclaw,b816bfce-3d80-4913-a07d-69b752ce6377,True,llm-001,1,4,7197,7799,315,260,55,0,4.019999980926514
openclaw,b816bfce-3d80-4913-a07d-69b752ce6377,True,llm-002,2,4,10403,11059,159,92,67,0,2.190000057220459
openclaw,b816bfce-3d80-4913-a07d-69b752ce6377,True,llm-003,3,4,15151,15861,166,110,56,0,2.315000057220459
openclaw,b816bfce-3d80-4913-a07d-69b752ce6377,True,llm-004,4,4,15917,16631,150,81,69,0,2.006999969482422
openclaw,f46b4380-207e-4434-820b-f32ce04ae2a4,True,llm-001,1,5,7233,7835,196,95,101,0,2.7320001125335693
openclaw,f46b4380-207e-4434-820b-f32ce04ae2a4,True,llm-002,2,5,12330,13052,111,24,87,0,3.318000078201294
openclaw,f46b4380-207e-4434-820b-f32ce04ae2a4,True,llm-003,3,5,16103,16836,514,463,51,0,6.582000017166138
openclaw,f46b4380-207e-4434-820b-f32ce04ae2a4,True,llm-004,4,5,19206,20002,79,43,36,0,1.6530001163482666
openclaw,f46b4380-207e-4434-820b-f32ce04ae2a4,True,llm-005,5,5,26078,26882,709,531,178,0,9.218999862670898
openclaw,72e110e7-464c-453c-a309-90a95aed6538,True,llm-001,1,6,7206,7816,125,68,57,0,1.9079999923706055
openclaw,72e110e7-464c-453c-a309-90a95aed6538,True,llm-002,2,6,9948,10620,85,36,49,0,1.7149999141693115
openclaw,72e110e7-464c-453c-a309-90a95aed6538,True,llm-003,3,6,12784,13525,93,40,53,0,2.3509998321533203
openclaw,72e110e7-464c-453c-a309-90a95aed6538,True,llm-004,4,6,13093,13841,85,24,61,0,4.3440001010894775
openclaw,72e110e7-464c-453c-a309-90a95aed6538,True,llm-005,5,6,19392,20332,114,61,53,0,4.638000011444092
openclaw,72e110e7-464c-453c-a309-90a95aed6538,True,llm-006,6,6,22285,23274,253,147,106,0,9.120999813079834
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-001,1,12,7208,7810,80,26,54,0,2.9010000228881836
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-002,2,12,9872,10519,94,42,52,0,4.794000148773193
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-003,3,12,11338,12012,69,23,46,0,8.151999950408936
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-004,4,12,13686,14463,75,25,50,0,2.3610000610351562
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-005,5,12,21105,21963,94,42,52,0,2.065000057220459
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-006,6,12,21277,22123,70,22,48,0,1.2100000381469727
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-007,7,12,24064,24938,83,50,33,0,3.5999999046325684
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-008,8,12,26218,27119,224,168,56,0,4.348999977111816
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-009,9,12,26398,27287,80,30,50,0,6.815999984741211
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-010,10,12,29129,30044,154,104,50,0,2.2220001220703125
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-011,11,12,29296,30199,92,42,50,0,2.73799991607666
openclaw,05407167-39ec-4d3a-a234-73a9120c325d,True,llm-012,12,12,31936,32885,366,289,77,0,5.069000005722046
openclaw,b9763138-c053-4832-9f55-86200cb1f99c,True,llm-001,1,3,7192,7794,106,62,44,0,2.821000099182129
openclaw,b9763138-c053-4832-9f55-86200cb1f99c,True,llm-002,2,3,10000,10638,131,90,41,0,6.963000059127808
openclaw,b9763138-c053-4832-9f55-86200cb1f99c,True,llm-003,3,3,17183,17874,1009,661,348,0,14.921000003814697
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-001,1,28,,7903,186,20,166,0,8.144000053405762
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-002,2,28,,8299,54,24,30,0,1.9810001850128174
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-003,3,28,,8802,62,19,43,0,1.0880000591278076
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-004,4,28,,8905,67,14,53,0,1.0399999618530273
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-005,5,28,,8981,67,13,54,0,1.7220001220703125
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-006,6,28,,9945,189,15,174,0,2.44599986076355
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-007,7,28,,11980,57,13,44,0,1.062999963760376
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-008,8,28,,12057,51,12,39,0,0.8829998970031738
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-009,9,28,,13017,52,11,41,0,0.9900000095367432
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-010,10,28,,13082,150,48,102,0,2.003000020980835
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-011,11,28,,13240,59,24,35,0,0.9689998626708984
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-012,12,28,,13377,84,39,45,0,1.2239999771118164
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-013,13,28,,13467,64,12,52,0,1.0160000324249268
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-014,14,28,,13979,81,11,70,0,1.2319998741149902
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-015,15,28,,14105,96,23,73,0,1.369999885559082
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-016,16,28,,14234,99,20,79,0,1.4089999198913574
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-017,17,28,,14417,103,20,83,0,1.4809999465942383
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-018,18,28,,14560,62,9,53,0,3.871000051498413
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-019,19,28,,14636,65,12,53,0,1.0279998779296875
openclaw,2b3ef98c-cc05-450b-a719-711aee40ac65,False,llm-020,20,28,,14712,68,15,53,0,5.241999864578247
