cc,minute_start,minute_end,samples,sampled_span_s,output_tokens_per_s,prompt_tokens_per_s,prefix_hit_percent,prompt_reuse_percent,prefix_query_amplification,prefill_compute_tokens_per_s,preemptions,recomputed_tokens,backend_running_mean,backend_waiting_mean,kv_mean_percent,completed_tasks
8,5,6,60,59.28555941581726,422.4131516471544,71941.07708566362,98.1953155718304,98.1953155718304,1.0,1298.3094156224543,0.0,0.0,5.783333333333333,0.0,10.446403968035272,1
8,6,7,60,59.16031575202942,338.87581134676884,54136.56028179894,96.80523152704437,96.80523152704437,1.0,1729.5377602255282,0.0,0.0,4.433333333333334,0.0,7.061173877101128,1
8,7,8,60,59.165443420410156,419.83966592619174,37291.98789776778,97.1299944753147,97.2532141767778,0.9926454758595121,1024.3310367736253,0.0,0.0,5.333333333333333,0.0,8.767337191145401,1
8,8,9,60,59.1610894203186,421.6453794955431,51415.09444475032,97.27391664219155,97.27589797134763,1.0096565391303032,1400.5996308029746,0.0,0.0,5.933333333333334,0.0,10.180031229907229,1
8,9,10,59,58.250101804733276,384.4971820835525,40034.144623769695,96.77246805972648,96.79274337444409,1.0245420976821114,1283.997755930488,0.0,0.0,4.932203389830509,0.01694915254237288,7.963159295879242,3
8,10,11,60,59.15326499938965,424.03407487750354,48284.62131430058,96.70102825684398,96.70102825684398,1.0,1592.8960134486613,0.0,0.0,6.133333333333334,0.0,8.139064939836501,0
8,11,12,60,59.15954923629761,400.560861364045,57672.24470173338,97.21653618080909,97.21653618080909,1.0,1605.2860649879995,0.0,0.0,5.916666666666667,0.0,10.223201984017637,0
8,12,13,60,59.15139937400818,344.5903261074248,60497.96011372898,97.58708791492842,97.58708791492842,1.0,1459.7625908059563,0.0,0.0,4.65,0.0,9.666115550656745,2
8,13,14,60,59.34627962112427,340.99862921814315,89534.03707734123,98.31505045742622,98.32592831257368,1.0003127874746496,1498.8639653215532,0.0,0.0,4.916666666666667,0.0,10.157068062827227,2
8,14,15,59,58.16113829612732,346.6747830370879,64039.78857903484,97.57589180461387,97.5586548666484,1.0146420030784291,1563.432261882926,0.0,0.0,4.9491525423728815,0.0,10.850913778367298,1
8,15,16,60,59.151684045791626,336.7444278438451,87121.22204349376,97.92964965054645,97.92867459274684,0.9963282257987836,1804.5640072963279,0.0,0.0,5.0,0.0,10.096445301736015,2
8,16,17,60,59.16285252571106,366.54757291453575,44167.61343385875,97.06330282285978,97.04953767237308,0.995070189148293,1303.1487953778878,0.0,0.0,4.716666666666667,0.0,6.365389914577019,2
8,17,18,60,59.1631646156311,377.98857017346944,61758.64701859853,97.23254065933206,97.26673631034991,0.9790992318486019,1688.0266741785188,0.0,0.0,5.516666666666667,0.0,8.027923211169282,0
8,18,19,60,59.15928411483765,343.9358725251511,63745.7848996209,97.58707875969033,97.58707875969033,1.0,1538.1355836450646,0.0,0.0,4.816666666666666,0.0,8.655276935794983,2
8,19,20,60,59.153528690338135,374.24648182680465,67243.71458586713,97.72506335777082,97.72313317510131,1.0067717474130171,1531.0498292351713,0.0,0.0,5.683333333333334,0.016666666666666666,10.665931845320111,1
8,20,21,59,58.15492582321167,338.0109203432979,77866.92074487315,98.31618394799867,98.31618394799867,1.0,1311.1357107013341,0.0,0.0,4.779661016949152,0.0,10.920503850806359,3
8,21,22,60,59.16575622558594,306.4272504330769,67865.10062831933,97.93843024400825,97.9523770387693,0.9851046873326709,1389.6213831277835,0.0,0.0,4.333333333333333,0.0,7.914025902452466,2
8,22,23,60,59.1649124622345,311.75572197074763,51482.81089647981,97.38327103345237,97.41902102971264,0.9802529632538142,1328.7605225509512,0.0,0.0,3.7666666666666666,0.0,4.278038027004685,0
8,23,24,60,59.15643095970154,294.2875308326044,83436.15258605355,97.97657563835688,97.97736327656087,1.0030651659259875,1687.6102628302256,0.0,0.0,4.216666666666667,0.0,6.167447414347387,3
8,24,25,60,59.154691219329834,338.50231633796113,67503.40366403891,97.60054085781523,97.60972747532458,1.0060551300066138,1613.5153110022661,0.0,0.0,4.55,0.0,6.5807844217874525,2
8,25,26,60,59.16219735145569,414.65667433321573,57088.058780779844,97.75360441515875,97.75360441515875,1.0,1282.4236319230154,0.0,0.0,5.55,0.0,7.44328097731239,0
