workload,physical_nodes,minute,per_replica_tokens_s,prompt_reuse_pct
minisweagent,4,64.5,711.4666666666667,94.82127936841388
minisweagent,4,65.5,702.8416666666667,94.03047178982222
minisweagent,4,66.5,751.9083333333333,94.16261430675827
minisweagent,4,67.5,711.6166666666667,94.26468022907805
minisweagent,4,68.5,709.7666666666667,95.36895549178438
minisweagent,4,69.5,739.8833333333333,95.41546768628551
minisweagent,4,70.5,718.5583333333333,95.58240856070202
minisweagent,4,71.5,698.9,93.14193588705487
minisweagent,4,72.5,695.6666666666666,92.529921642731
minisweagent,4,73.5,692.55,92.26547188084902
minisweagent,4,74.5,739.9583333333334,96.39371184128623
minisweagent,4,75.5,685.3583333333333,93.91605618287838
minisweagent,4,76.5,647.6333333333333,94.59057023022207
minisweagent,4,77.5,709.8583333333333,96.92436860802597
minisweagent,4,78.5,724.4833333333333,93.2036146484602
minisweagent,4,79.5,740.5916666666667,95.71242097530252
minisweagent,4,80.5,739.8583333333333,96.65407130410948
minisweagent,4,81.5,724.6333333333333,95.86008267616495
minisweagent,4,82.5,686.0916666666667,96.42205501590004
minisweagent,4,83.5,701.875,95.9218436684995
minisweagent,4,84.5,694.6083333333333,96.08285495182282
minisweagent,4,85.5,720.0416666666666,95.19099475685371
minisweagent,4,86.5,734.8083333333333,96.02483085284396
minisweagent,4,87.5,766.4,95.51877232668949
minisweagent,4,88.5,757.3666666666667,95.30932711604765
minisweagent,4,89.5,767.2333333333333,96.60005893358951
minisweagent,16,0.5,713.6145833333334,94.84401817850431
minisweagent,16,1.5,701.61875,95.5710912277809
minisweagent,16,2.5,685.89375,95.08249400041974
minisweagent,16,3.5,688.6541666666667,95.53368365041906
minisweagent,16,4.5,707.8958333333334,95.71894688612763
minisweagent,16,5.5,730.2604166666666,95.5251801530369
minisweagent,16,6.5,735.9520833333333,96.10919707143094
minisweagent,16,7.5,705.6375,95.41883822388363
minisweagent,16,8.5,713.0875,95.57290421453476
minisweagent,16,9.5,700.4625,95.53816079667833
minisweagent,16,10.5,708.5541666666667,95.60226075934567
minisweagent,16,11.5,713.2,95.38397685926319
minisweagent,16,12.5,715.0208333333334,95.41688263384364
minisweagent,16,13.5,715.325,95.28419064416096
minisweagent,16,14.5,720.3645833333334,95.51904593080765
minisweagent,16,15.5,733.0479166666667,95.32845860281483
minisweagent,16,16.5,760.5208333333334,96.05882722181228
minisweagent,16,17.5,745.5479166666667,96.17978637493167
minisweagent,16,18.5,732.2104166666667,95.56730411458526
minisweagent,16,19.5,749.2666666666667,96.05534141464669
minisweagent,16,20.5,706.6541666666667,95.51757404085686
minisweagent,16,21.5,709.5895833333333,95.50820186786689
minisweagent,16,22.5,745.9145833333333,96.06334184649948
minisweagent,16,23.5,739.9375,95.30255540919656
minisweagent,16,24.5,736.3916666666667,95.95682262390734
minisweagent,16,25.5,715.61875,95.87654466030824
minisweagent,16,26.5,677.2916666666666,94.83039396141992
minisweagent,16,27.5,725.8770833333333,95.54945605251324
