workload,physical_nodes,minute,per_replica_tokens_s,prompt_reuse_pct
minisweagent,32,16.5,728.2375,95.5462804792886
minisweagent,32,17.5,719.1072916666667,95.81723505643684
minisweagent,32,18.5,725.415625,95.48030675017931
minisweagent,32,19.5,721.4520833333333,95.61543001429135
minisweagent,32,20.5,709.9020833333333,95.8466880649974
minisweagent,32,21.5,691.2229166666667,95.31471988030953
minisweagent,32,22.5,722.4802083333333,96.05250793691026
minisweagent,32,23.5,725.4583333333334,95.9077448914761
minisweagent,32,24.5,727.0583333333333,96.02770142253196
minisweagent,32,25.5,732.2916666666666,96.00626144937641
minisweagent,32,26.5,712.23125,95.57194109045518
minisweagent,32,27.5,725.6447916666667,95.57662959489713
minisweagent,32,28.5,736.0375,95.62141851082308
minisweagent,32,29.5,711.4947916666666,95.81834206720974
minisweagent,32,30.5,692.503125,95.14996722917
minisweagent,32,31.5,730.5729166666666,95.8583973843746
minisweagent,32,32.5,734.1989583333333,95.56285191219075
minisweagent,32,33.5,710.0885416666666,95.92783299085391
minisweagent,32,34.5,703.2822916666667,95.07940905409494
minisweagent,32,35.5,699.6864583333333,95.07351424134724
minisweagent,32,36.5,699.0541666666667,94.63124466453203
minisweagent,32,37.5,714.9552083333333,95.2342101756821
minisweagent,32,38.5,722.775,95.40952214224635
minisweagent,32,39.5,725.0416666666666,95.9461125694699
minisweagent,32,40.5,720.3604166666667,96.08164961451826
minisweagent,32,41.5,735.084375,95.98819020220498
minisweagent,32,42.5,703.9458333333333,96.01062906149463
minisweagent,32,43.5,731.021875,96.23808004647188
minisweagent,32,44.5,707.8177083333334,95.75392667638344
minisweagent,32,45.5,704.5041666666667,95.42237542953525
minisweagent,32,46.5,678.21875,94.84733997568388
minisweagent,32,47.5,702.671875,95.41864402571932
minisweagent,32,48.5,712.5354166666667,95.95111870107324
minisweagent,32,49.5,713.2708333333334,95.70887580211786
minisweagent,32,50.5,714.0666666666667,95.79886359611318
minisweagent,32,51.5,719.06875,95.94616918679507
minisweagent,32,52.5,718.0541666666667,96.14772521832374
minisweagent,32,53.5,709.7479166666667,95.58664537721369
minisweagent,32,54.5,707.5479166666667,95.82941411532573
minisweagent,32,55.5,722.20625,95.89136839511482
minisweagent,32,56.5,714.3791666666667,95.8810952019873
minisweagent,32,57.5,718.7364583333333,96.1486624932533
minisweagent,32,58.5,728.6927083333334,95.63265739931137
minisweagent,32,59.5,732.5354166666667,95.57333959318156
minisweagent,32,60.5,737.0541666666667,95.73255154894457
minisweagent,32,61.5,737.4,95.81079642889149
minisweagent,32,62.5,716.10625,95.733034839656
minisweagent,32,63.5,712.2635416666667,95.17153853117686
minisweagent,32,64.5,708.8322916666667,95.53965295162712
minisweagent,32,65.5,735.5552083333333,95.94508335498516
minisweagent,32,66.5,727.2260416666667,95.34692686424424
minisweagent,32,67.5,728.746875,95.7330703343035
minisweagent,32,68.5,729.5020833333333,95.7760969904932
minisweagent,32,69.5,731.1645833333333,95.64884050035903
minisweagent,32,70.5,730.5208333333334,95.72203037580915
minisweagent,32,71.5,720.8020833333334,95.59381223065704
minisweagent,32,72.5,732.3989583333333,95.69792972959654
minisweagent,32,73.5,734.26875,95.41436027064212
minisweagent,32,74.5,709.9989583333333,95.35145446425544
minisweagent,32,75.5,726.0125,95.70877899801575
minisweagent,32,76.5,690.7958333333333,94.90629730296905
minisweagent,32,77.5,697.796875,95.42368885396819
minisweagent,32,78.5,713.0270833333333,95.17223116664579
minisweagent,32,79.5,688.2510416666667,94.73020263419785
minisweagent,32,80.5,700.65,95.55017494399979
minisweagent,32,81.5,670.1677083333333,93.87341366729817
minisweagent,32,82.5,700.475,95.1972300282856
minisweagent,32,83.5,693.41875,95.23626786631577
minisweagent,32,84.5,692.0895833333333,94.87418531434638
minisweagent,32,85.5,707.81875,95.22382950265398
minisweagent,32,86.5,708.778125,95.87454775859318
minisweagent,32,87.5,722.1479166666667,95.6297310244898
minisweagent,32,88.5,718.4541666666667,95.6620504500883
minisweagent,32,89.5,732.3552083333333,95.84243242092803
