workload,cc,task_id,trace_id,cycle,admission_phase,lifecycle_s,setup_s,replay_s,other_lifecycle_s
openclaw,4,00015,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,2,measurement,268.2511529979529,10.24077,253.175603,4.834779997952893
openclaw,4,00016,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,2,measurement,42.0033324949909,10.765708,26.154543,5.0830814949909
openclaw,4,00017,04a04a9b-226c-43fd-b319-d5e89743676f,2,measurement,110.1461714389734,10.781501,94.088412,5.276258438973386
openclaw,4,00018,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,2,measurement,30.05861983099021,10.62815,14.025043,5.405426830990212
openclaw,4,00019,00d579ea-0889-4fd9-a771-2c8d79835c8d,2,measurement,29.224686386995018,11.173972,12.826748,5.223966386995018
openclaw,4,00020,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,2,measurement,39.564689152059145,11.042175,23.176931,5.345583152059145
openclaw,4,00021,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,2,measurement,82.37373310595285,10.933435,66.160561,5.279737105952847
openclaw,4,00022,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,2,measurement,47.22811487701256,11.04695,30.784769,5.396395877012555
openclaw,4,00023,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,3,measurement,42.91256729001179,10.978263,26.709956,5.224348290011797
openclaw,4,00024,04a04a9b-226c-43fd-b319-d5e89743676f,3,measurement,108.09616354701575,10.978784,91.890602,5.226777547015743
openclaw,4,00025,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,3,measurement,48.208259938051924,11.169097,31.809357,5.229805938051925
openclaw,4,00026,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,3,measurement,40.21082060306799,11.073893,23.839555,5.297372603067988
openclaw,4,00027,14569e28-c88c-43e4-8c32-097d35b9a67d,3,measurement,165.27418776100967,10.993883,149.07744,5.202864761009664
openclaw,4,00028,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,3,measurement,33.04925461905077,11.015118,16.746718,5.287418619050769
openclaw,4,00029,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,3,measurement,30.138391548069194,11.167927,13.677935,5.292529548069195
openclaw,4,00030,32102e3e-d12a-4209-9163-7b3a104efe5d,3,measurement,32.94094338908326,10.512458,17.518131,4.910354389083256
openclaw,4,00031,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,3,measurement,82.65087310702074,11.09874,66.331636,5.220497107020748
openclaw,4,00032,00d579ea-0889-4fd9-a771-2c8d79835c8d,3,measurement,28.69468797603622,11.04097,12.40989,5.2438279760362185
openclaw,4,00033,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,3,measurement,260.11161066999193,10.466142,244.603555,5.041913669991942
openclaw,4,00034,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,4,measurement,258.44968650804367,10.528999,243.012686,4.908001508043668
openclaw,4,00035,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,4,measurement,29.052151139010675,10.807953,12.918226,5.325972139010677
openclaw,4,00036,04a04a9b-226c-43fd-b319-d5e89743676f,4,measurement,107.89313163002953,10.940876,91.626614,5.325641630029523
openclaw,4,00037,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,4,measurement,45.98052119999193,10.769333,29.984928,5.226260199991923
openclaw,4,00038,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,4,measurement,39.732281004078686,10.754918,23.746197,5.231166004078688
openclaw,8,00001,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,1,warmup,47.20726424898021,12.27985,29.35798,5.569434248980212
openclaw,8,00002,32102e3e-d12a-4209-9163-7b3a104efe5d,1,warmup,51.5954239720013,11.770259,34.613299,5.211865972001306
openclaw,8,00003,14569e28-c88c-43e4-8c32-097d35b9a67d,1,warmup,210.7488620900549,12.115477,193.244044,5.389341090054899
openclaw,8,00004,00d579ea-0889-4fd9-a771-2c8d79835c8d,1,warmup,45.60444816900417,12.31851,27.51261,5.77332816900417
openclaw,8,00005,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,1,warmup,65.53212653007358,12.339088,47.52557,5.667468530073577
openclaw,8,00006,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,1,warmup,113.44257080100942,12.288965,95.651646,5.50195980100942
openclaw,8,00007,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,1,warmup,72.4920754369814,12.262514,54.756733,5.472828436981402
openclaw,8,00008,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,1,warmup,51.384072122047655,12.315314,33.365841,5.702917122047651
openclaw,8,00009,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,1,warmup,49.9195271859644,11.52751,33.077231,5.314786185964401
openclaw,8,00010,04a04a9b-226c-43fd-b319-d5e89743676f,1,warmup,129.72287273197435,11.330334,113.185607,5.20693173197435
openclaw,8,00011,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,1,warmup,308.5972178520169,11.168736,292.544123,4.884358852016874
openclaw,8,00012,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,2,warmup,36.29727590701077,13.046529,20.765857,2.4848899070107713
openclaw,8,00013,32102e3e-d12a-4209-9163-7b3a104efe5d,2,warmup,36.84889754594769,10.741554,21.182704,4.9246395459476915
openclaw,8,00014,14569e28-c88c-43e4-8c32-097d35b9a67d,2,warmup,186.487468885025,11.983208,172.084642,2.4196188850250167
openclaw,8,00015,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,2,warmup,304.22847778804135,10.532599,288.96354,4.732338788041318
openclaw,8,00016,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,2,warmup,44.71361916803289,10.895107,28.713717,5.104795168032897
openclaw,8,00017,04a04a9b-226c-43fd-b319-d5e89743676f,2,warmup,123.70915588899516,11.0023,107.46493,5.241925888995155
openclaw,8,00018,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,2,warmup,30.754985578008927,11.053856,14.420308,5.280821578008927
openclaw,8,00019,00d579ea-0889-4fd9-a771-2c8d79835c8d,2,measurement,28.142765505006537,11.880254,13.842928,2.4195835050065355
openclaw,8,00020,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,2,measurement,43.188229350955226,11.070282,26.846335,5.271612350955227
openclaw,8,00021,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,2,measurement,92.36380447994452,10.979403,76.325544,5.058857479944521
openclaw,8,00022,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,2,measurement,51.62538910692092,10.994805,35.400109,5.23047510692092
openclaw,8,00023,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,3,measurement,46.525714028044604,10.851945,30.395962,5.277807028044602
openclaw,8,00024,04a04a9b-226c-43fd-b319-d5e89743676f,3,measurement,120.38928539096378,10.911761,104.368197,5.109327390963784
openclaw,8,00025,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,3,measurement,50.620073696016334,11.109073,34.323157,5.18784369601633
openclaw,8,00026,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,3,measurement,43.345116870012134,11.247583,26.762033,5.335500870012137
openclaw,8,00027,14569e28-c88c-43e4-8c32-097d35b9a67d,3,measurement,184.95745599106885,11.149657,168.642048,5.165750991068876
openclaw,8,00028,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,3,measurement,34.934833724051714,11.339064,18.366622,5.229147724051714
openclaw,8,00029,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,3,measurement,31.12286663800478,11.18315,14.680588,5.259128638004782
openclaw,8,00030,32102e3e-d12a-4209-9163-7b3a104efe5d,3,measurement,35.4483456609305,10.883725,19.752884,4.8117366609304995
openclaw,8,00031,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,3,measurement,87.8625617850339,12.073943,73.361012,2.427606785033902
openclaw,8,00032,00d579ea-0889-4fd9-a771-2c8d79835c8d,3,measurement,29.435303641017526,10.97538,13.389234,5.070689641017525
openclaw,8,00033,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,3,measurement,300.1258390280418,10.802089,284.474194,4.849556028041775
openclaw,8,00034,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,4,measurement,299.7622456270037,10.409244,284.523467,4.8295346270037385
openclaw,8,00035,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,4,measurement,30.215507323970087,11.042102,14.004605,5.168800323970087
openclaw,8,00036,04a04a9b-226c-43fd-b319-d5e89743676f,4,measurement,119.96663254103623,10.768181,104.027671,5.170780541036237
openclaw,8,00037,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,4,measurement,51.003176423953846,10.990591,34.847685,5.164900423953846
openclaw,8,00038,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,4,measurement,43.60443612898234,11.164845,27.152091,5.2875001289823444
openclaw,8,00039,00d579ea-0889-4fd9-a771-2c8d79835c8d,4,measurement,29.751125299953856,10.955105,13.714643,5.081377299953855
openclaw,8,00040,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,4,measurement,89.25242296291981,11.02857,73.170618,5.053234962919802
openclaw,8,00041,32102e3e-d12a-4209-9163-7b3a104efe5d,4,measurement,35.101537258015014,10.747296,19.503311,4.8509302580150155
openclaw,8,00042,14569e28-c88c-43e4-8c32-097d35b9a67d,4,measurement,184.078423828003,11.150079,167.770766,5.157578828002983
openclaw,8,00043,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,4,measurement,34.17170668509789,11.376834,17.599936,5.194936685097886
openclaw,8,00044,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,4,measurement,45.337684185942635,11.013826,29.053423,5.270435185942635
openclaw,8,00045,14569e28-c88c-43e4-8c32-097d35b9a67d,5,measurement,184.07900512602646,10.846678,168.1465,5.085827126026459
openclaw,8,00046,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,5,measurement,89.5406634019455,10.920257,73.553527,5.066879401945499
openclaw,8,00047,04a04a9b-226c-43fd-b319-d5e89743676f,5,measurement,120.9250273660291,10.892708,104.822986,5.2093333660290995
openclaw,8,00048,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,5,measurement,30.66237237700261,10.970884,14.418017,5.273471377002613
openclaw,8,00049,00d579ea-0889-4fd9-a771-2c8d79835c8d,5,measurement,29.518855175934732,10.807181,13.576479,5.135195175934731
openclaw,8,00050,32102e3e-d12a-4209-9163-7b3a104efe5d,5,measurement,35.088922885013744,10.418644,19.909607,4.760671885013743
openclaw,8,00051,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,5,measurement,50.98000972100999,10.983915,34.579808,5.416286721009996
openclaw,8,00052,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,5,measurement,44.09475893294439,11.164974,27.604936,5.324848932944388
openclaw,8,00053,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,5,measurement,35.83682583493646,11.097163,19.537801,5.201861834936459
openclaw,8,00054,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,5,measurement,285.1499870499829,10.582024,269.851001,4.716962049982897
openclaw,8,00055,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,5,measurement,46.041244526044466,11.449741,29.431706,5.159797526044464
openclaw,8,00056,14569e28-c88c-43e4-8c32-097d35b9a67d,6,measurement,182.70542510296218,11.357824,166.11629,5.231311102962195
openclaw,8,00057,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,6,measurement,50.18885939999018,11.386853,33.564797,5.237209399990178
openclaw,8,00058,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,6,measurement,31.056211677961983,11.009568,14.875916,5.170727677961981
openclaw,8,00059,04a04a9b-226c-43fd-b319-d5e89743676f,6,measurement,118.73949767905287,11.161611,102.485907,5.0919796790528835
openclaw,8,00060,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,6,measurement,89.12816041300539,11.213689,72.708442,5.206029413005382
openclaw,8,00061,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,6,measurement,42.47340374789201,11.333034,25.98376,5.156609747892009
openclaw,8,00062,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,6,measurement,279.68840414402075,10.949204,264.08387,4.655330144020752
openclaw,8,00063,32102e3e-d12a-4209-9163-7b3a104efe5d,6,measurement,35.155249972012825,10.898668,19.468423,4.788158972012823
openclaw,8,00064,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,6,measurement,45.073262774036266,11.062461,28.784301,5.226500774036268
openclaw,8,00065,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,6,measurement,35.21090763399843,11.232015,18.814853,5.164039633998431
openclaw,8,00066,00d579ea-0889-4fd9-a771-2c8d79835c8d,6,measurement,30.31215968693141,11.194551,14.020291,5.097317686931408
openclaw,8,00067,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,7,measurement,42.56677189806942,10.941555,26.213575,5.411641898069419
openclaw,8,00068,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,7,measurement,31.011353290989064,10.905904,14.985798,5.119651290989063
openclaw,8,00069,00d579ea-0889-4fd9-a771-2c8d79835c8d,7,measurement,30.420264611020684,11.164338,13.902356,5.353570611020684
openclaw,8,00070,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,7,measurement,50.910702346940525,11.132084,34.525275,5.253343346940525
openclaw,8,00071,14569e28-c88c-43e4-8c32-097d35b9a67d,7,measurement,167.83665856404696,11.325296,151.36717,5.144192564046961
openclaw,8,00072,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,7,measurement,45.962315745069645,11.31825,29.340421,5.303644745069647
openclaw,8,00073,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,7,measurement,262.0692806650186,10.806189,246.524966,4.7381256650186
openclaw,8,00074,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,7,measurement,35.3292823539814,11.274058,18.811101,5.244123353981397
openclaw,32,00001,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,1,warmup,63.024747229064815,21.815181,35.828115,5.381451229064822
openclaw,32,00002,32102e3e-d12a-4209-9163-7b3a104efe5d,1,warmup,69.28841799101792,19.627925,44.627665,5.032827991017918
openclaw,32,00003,14569e28-c88c-43e4-8c32-097d35b9a67d,1,warmup,334.97418165695854,21.5315,307.881843,5.560838656958538
openclaw,32,00004,00d579ea-0889-4fd9-a771-2c8d79835c8d,1,warmup,62.12942126998678,22.095823,34.811772,5.221826269986785
openclaw,32,00005,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,1,warmup,90.83565350598656,22.308453,63.01062,5.516580505986553
openclaw,32,00006,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,1,warmup,163.85264716704842,19.693606,138.862413,5.296628167048425
openclaw,32,00007,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,1,warmup,97.83669857506175,22.165777,70.270324,5.400597575061752
openclaw,32,00008,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,1,warmup,69.85286824393552,20.767591,43.635366,5.449911243935524
openclaw,32,00009,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,1,warmup,83.25822046794929,22.063663,55.690399,5.5041584679492885
openclaw,32,00010,04a04a9b-226c-43fd-b319-d5e89743676f,1,warmup,219.0518807809567,21.792009,191.760279,5.499592780956704
openclaw,32,00011,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,1,warmup,537.6479069750058,16.961196,515.758321,4.928389975005757
openclaw,32,00012,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,2,warmup,69.89021186600439,22.015749,42.317724,5.556738866004395
openclaw,32,00013,32102e3e-d12a-4209-9163-7b3a104efe5d,2,warmup,69.23100700392388,20.357317,43.919837,4.953853003923882
openclaw,32,00014,14569e28-c88c-43e4-8c32-097d35b9a67d,2,warmup,334.9178738279734,22.172355,307.23945,5.506068827973422
openclaw,32,00015,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,2,warmup,537.655850637937,17.564073,515.116944,4.9748336379369675
openclaw,32,00016,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,2,warmup,90.9074850329198,22.305681,63.058924,5.542880032919804
openclaw,32,00017,04a04a9b-226c-43fd-b319-d5e89743676f,2,warmup,219.35266106796917,21.569471,192.259565,5.523625067969164
openclaw,32,00018,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,2,warmup,62.83785185194574,21.006809,36.639911,5.191131851945741
openclaw,32,00019,00d579ea-0889-4fd9-a771-2c8d79835c8d,2,warmup,62.086763820028864,22.253242,34.631988,5.201533820028864
openclaw,32,00020,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,2,warmup,83.196903301985,20.959372,56.827724,5.409807301984998
openclaw,32,00021,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,2,warmup,164.98161340807565,22.218157,137.457788,5.305668408075661
openclaw,32,00022,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,2,warmup,97.76407259295229,22.185896,70.252153,5.326023592952282
openclaw,32,00023,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,3,warmup,90.79790884302929,21.919244,63.446843,5.431821843029297
openclaw,32,00024,04a04a9b-226c-43fd-b319-d5e89743676f,3,warmup,219.04610895796213,21.859801,191.693289,5.493018957962136
openclaw,32,00025,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,3,warmup,97.79597154108342,22.278102,70.163254,5.354615541083419
openclaw,32,00026,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,3,warmup,83.29496617498808,22.205392,55.585605,5.503969174988072
openclaw,32,00027,14569e28-c88c-43e4-8c32-097d35b9a67d,3,warmup,334.7731772849802,22.141832,307.271635,5.359710284980167
openclaw,32,00028,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,3,warmup,69.90342873195186,21.897648,42.496258,5.509522731951861
openclaw,32,00029,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,3,warmup,62.90944376797415,21.774344,35.869226,5.265873767974156
openclaw,32,00030,32102e3e-d12a-4209-9163-7b3a104efe5d,3,warmup,69.22033394302707,19.320029,44.932607,4.967697943027069
openclaw,32,00031,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,3,warmup,164.97716084693093,22.156071,137.445319,5.375770846930919
openclaw,32,00032,00d579ea-0889-4fd9-a771-2c8d79835c8d,3,warmup,62.089620214072056,22.080351,34.799923,5.209346214072056
openclaw,32,00033,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,3,warmup,519.5564567930996,12.242777,502.563635,4.750044793099676
openclaw,32,00034,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,4,warmup,519.1255993690575,11.729493,502.56679,4.829316369057437
openclaw,32,00035,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,4,warmup,42.73919264797587,12.390093,24.894131,5.454968647975868
openclaw,32,00036,04a04a9b-226c-43fd-b319-d5e89743676f,4,warmup,197.12897819792852,12.92829,178.817984,5.382704197928518
openclaw,32,00037,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,4,warmup,74.30251237901393,12.464213,56.723759,5.114540379013931
openclaw,32,00038,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,4,warmup,61.14412721199915,12.199752,43.513001,5.431374211999142
openclaw,32,00039,00d579ea-0889-4fd9-a771-2c8d79835c8d,4,warmup,40.15901919698808,12.416911,22.329014,5.413094196988084
openclaw,32,00040,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,4,warmup,145.00949907698669,12.383291,127.180112,5.446096076986706
openclaw,32,00041,32102e3e-d12a-4209-9163-7b3a104efe5d,4,warmup,49.873002412961796,11.83764,33.151898,4.883464412961793
openclaw,32,00042,14569e28-c88c-43e4-8c32-097d35b9a67d,4,warmup,311.33736513205804,12.360063,293.607681,5.3696211320580005
openclaw,32,00043,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,4,warmup,46.83890435099602,14.452493,29.940641,2.445770350996014
openclaw,32,00044,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,4,warmup,67.13250661804341,12.42488,49.446049,5.261577618043404
openclaw,32,00045,14569e28-c88c-43e4-8c32-097d35b9a67d,5,warmup,311.2589559491025,12.153635,293.903837,5.20148394910251
openclaw,32,00046,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,5,warmup,142.82198663800955,11.794513,125.581218,5.446255638009546
openclaw,32,00047,04a04a9b-226c-43fd-b319-d5e89743676f,5,warmup,195.5797852820251,11.930519,178.312451,5.3368152820251
openclaw,32,00048,a1e91b78-d3d8-4675-bb8d-62741b4b68a6,5,warmup,41.42512777005322,12.139166,23.904932,5.381029770053225
openclaw,32,00049,00d579ea-0889-4fd9-a771-2c8d79835c8d,5,warmup,39.48962085891981,12.08094,22.182975,5.2257058589198095
openclaw,32,00050,32102e3e-d12a-4209-9163-7b3a104efe5d,5,warmup,49.60947670205496,11.618835,32.846002,5.14463970205496
openclaw,32,00051,e4e91f1c-1dcd-439e-9fdd-cb976f5293fd,5,warmup,73.30481031700037,11.849682,56.01021,5.444918317000372
openclaw,32,00052,17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,5,warmup,59.85461437597405,11.893006,42.746195,5.215413375974052
openclaw,32,00053,8e867cd7-cff9-4e6c-867a-ff5ddc2550be,5,warmup,47.914205395034514,11.830167,30.650657,5.4333813950345125
openclaw,32,00054,cffe0e32-c9a6-4c52-9877-78ceb4aaa9fb,5,warmup,518.7152383630164,11.042726,502.745479,4.927033363016392
openclaw,32,00055,3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,5,warmup,65.43314122094307,11.310117,48.700529,5.42249522094307
openclaw,32,00056,14569e28-c88c-43e4-8c32-097d35b9a67d,6,warmup,312.5116850810591,11.528436,295.71643,5.266819081059111
