cc,minute_start,minute_end,samples,sampled_span_s,output_tokens_per_s,prompt_tokens_per_s,prefix_hit_percent,preemptions,recomputed_tokens,backend_running_mean,backend_waiting_mean,kv_mean_percent,completed_tasks
64,9,10,60,59.14841651916504,178.8044485784874,18800.53711395109,17.97268246931544,0.0,0.0,19.45,43.65,24.986681363093595,2
64,10,11,60,59.15180444717407,163.3762501468658,18770.602357390035,16.450505431436852,0.0,0.0,17.766666666666666,45.3,24.46771378708551,2
64,11,12,59,58.14493107795715,191.88259050546262,17121.698857381758,15.768540705847009,0.0,0.0,21.28813559322034,41.45762711864407,33.05715259841857,3
64,12,13,60,59.1453173160553,188.99213846918823,16732.685610790555,17.85277351172658,0.0,0.0,22.65,39.63333333333333,34.301460457426295,7
64,13,14,60,59.15490102767944,166.19079449393266,17941.810087779213,16.688445196477,0.0,0.0,18.616666666666667,44.55,27.849729034628457,0
64,14,15,60,59.16686248779297,170.82196984985015,17966.188425477416,19.10556032661553,0.0,0.0,19.5,43.75,29.182970515293466,1
64,15,16,60,59.161383390426636,146.17643307846313,19309.20026770121,16.00753632297479,0.0,0.0,16.1,47.0,20.479011665288873,2
64,16,17,59,58.33662176132202,140.03210596291606,18531.309619247673,15.940635510780194,0.0,0.0,15.694915254237289,47.96610169491525,23.07307891701034,0
64,17,18,60,59.15419149398804,134.3607240546559,18473.28096963443,21.69275270543464,0.0,0.0,14.883333333333333,47.86666666666667,20.42435932763847,3
64,18,19,60,59.16465973854065,137.4638176901752,16592.658596167134,15.08011171878759,0.0,0.0,15.883333333333333,47.45,27.958574446587676,1
64,19,20,60,59.153931856155396,145.670790252015,18326.67695929653,17.996265706077306,0.0,0.0,17.2,46.2,31.487094700101036,1
64,20,21,60,59.14273428916931,160.5776282436635,16028.105757930698,16.817938613614608,0.0,0.0,19.216666666666665,43.25,32.08367778083954,4
64,21,22,60,59.144532680511475,159.3384810546533,17315.70026146233,18.793271930912805,0.0,0.0,19.05,43.78333333333333,32.01846238633232,3
64,22,23,59,58.15884327888489,146.7532625962441,16793.90347081757,18.672126201368783,0.0,0.0,18.033898305084747,44.91525423728814,30.966181092984478,3
64,23,24,60,59.16831350326538,170.8853844455444,17849.131358826304,20.15876704711957,0.0,0.0,20.066666666666666,43.0,31.15458804078258,2
64,24,25,60,59.15759468078613,146.23650685395037,16760.654407100785,26.44223098789359,0.0,0.0,18.583333333333332,44.71666666666667,32.97924129695967,1
64,25,26,60,59.152692556381226,172.67176790413308,16877.236806227218,17.358340689568582,0.0,0.0,20.516666666666666,41.95,30.586479287223295,4
64,26,27,60,59.158257246017456,127.97875313525536,17279.396783934433,19.198882518657093,0.0,0.0,15.916666666666666,46.766666666666666,27.23247910351796,3
64,27,28,60,59.14681649208069,139.09455297736156,17715.272979067144,13.906892980297068,0.0,0.0,16.366666666666667,46.56666666666667,24.87416184440158,3
64,28,29,60,59.14784646034241,152.21179702690196,17064.628053309465,18.385712417627268,0.0,0.0,19.066666666666666,43.35,26.860935060163506,5
64,29,30,59,58.14756941795349,126.38533430652636,16076.665101523018,20.891102860705953,0.0,0.0,15.728813559322035,47.067796610169495,26.85756453428362,3
