workload,replica,start_seconds,end_seconds,actual_counter_span_seconds,arrivals,completions,unfinished_at_end,requested_output_tokens_s,prompt_mean,actual_prefix_reuse,uncached_input_tokens_s,output_tokens_s,preemptions,output_progress_interval_ms,running,waiting,kv,cpu,gpu_busy,gpu_power
minisweagent,r00,780,810,30.073453903198242,39,41,1,215.53333333333333,25794.410256410258,0.8806772459522967,4067.740286625022,187.14179016868678,0.0,8.750989754211727,2.033333333333333,0.0,0.030782985130811222,9.25170094230985,93.70833333333333,199.299
minisweagent,r00,810,840,29.08418369293213,39,36,4,220.16666666666666,28278.17948717949,0.7549781622944891,9085.14410408612,223.90176285341332,0.0,12.124245027893956,3.0,0.0,0.0534375669308203,9.474740822337477,98.65517241379311,242.94370689655173
minisweagent,r00,840,870,30.076342821121216,36,39,1,126.4,35904.666666666664,0.8377025962838021,7003.045591436973,156.76773030692,0.0,10.128343600562475,2.1666666666666665,0.0,0.04396762657632222,8.985139221340585,84.04166666666667,215.66091666666668
minisweagent,r00,870,900,30.086015701293945,39,37,3,189.53333333333333,26466.846153846152,0.739745354405235,8792.157879137962,173.56901132559773,0.0,10.916667882336617,2.2666666666666666,0.0,0.04025974025974026,9.291001571873883,97.05,231.72058333333334
minisweagent,r00,900,930,30.080626487731934,37,40,0,187.43333333333334,26575.783783783783,0.6716804221323207,10905.0255364124,202.62210969860556,0.0,12.43180808516851,3.0,0.0,0.04345002823263692,9.735375587076954,94.1,249.56858333333332
minisweagent,r00,930,960,30.07623600959778,38,32,6,247.73333333333332,22965,0.5996083730138659,11054.508280022184,193.70774980422536,0.0,13.422263037298144,3.2333333333333334,0.06666666666666667,0.04573687182382834,10.458434447624477,90.75,245.6405
minisweagent,r00,960,990,30.078279972076416,35,37,4,210.8,23437.17142857143,0.7259633498688252,7858.860287870435,246.82262439515065,0.0,11.89591830751763,3.6666666666666665,0.0,0.055223037831733476,8.943953753212982,87.46666666666667,224.1385
minisweagent,r00,990,1020,30.08245038986206,39,38,5,165.06666666666666,27346.94871794872,0.8069526342881735,6844.223038073598,146.9295201261119,0.0,9.365115021214342,1.6666666666666667,0.0,0.028533785055524185,9.073929735244299,81.73333333333333,200.56875
minisweagent,r00,1020,1050,30.080594301223755,41,42,4,192.9,17888.585365853658,0.5478462897719216,11024.516227277754,212.49580164511434,0.0,12.785622989803072,3.2666666666666666,0.0,0.039817428947863734,9.12061654366161,88.08333333333333,242.21
minisweagent,r00,1050,1080,30.08227849006653,43,45,2,217.33333333333334,23560.162790697676,0.7301497858149096,9360.527663919558,190.67704601877432,0.0,11.91070999210012,2.7666666666666666,0.0,0.03820816864295125,9.305294036963797,90.19166666666666,223.99466666666666
minisweagent,r00,1080,1110,30.080352067947388,40,41,1,131.1,25019.375,0.8597128625253754,4642.997518264428,169.34642215933354,0.0,8.940110504199648,1.8,0.0,0.02353660831921701,9.05035045921116,82.20833333333333,197.3705
minisweagent,r00,1110,1140,30.083995580673218,40,38,3,295.3333333333333,22891.85,0.7891880358676916,6240.095319007458,234.57655353910536,0.0,10.639823710343407,2.8666666666666667,0.0,0.03753999623564841,9.442862113167681,95.98333333333333,214.94241666666667
minisweagent,r00,1140,1170,30.07822060585022,38,37,4,191.13333333333333,27937.157894736843,0.8274913963367412,6257.85023876679,224.11565126591546,0.0,10.936379164792179,2.7333333333333334,0.0,0.04884246188594013,9.33956227161975,95.45,222.38516666666666
minisweagent,r01,0,30,30.082457065582275,37,33,4,145.86666666666667,4118.4324324324325,0.5175494816211121,2552.3845952014094,145.5998089002914,0.0,10.380425719670535,1.7,0.0,0.0051665725578769065,6.526932590580325,54.18333333333333,124.03358333333334
minisweagent,r01,30,60,30.082388401031494,79,78,5,254.7,5933.265822784811,0.682931939704324,5231.565988111624,246.02434824444416,0.0,11.678851683308759,3.3666666666666667,0.0,0.01349520045172219,9.152404720917733,89.375,181.18591666666666
minisweagent,r01,60,90,30.08198380470276,102,100,7,412.56666666666666,8237.85294117647,0.7664209023571481,6809.624037094787,402.86571785552985,0.0,26.709533650643678,10.733333333333333,0.13333333333333333,0.05678524374176548,8.753829539803048,74.58333333333333,192.60575
minisweagent,r01,90,120,29.09861183166504,132,126,13,546.0,8896.181818181818,0.8208330160663976,6792.488973130861,534.080460260593,0.0,24.232202277237455,12.931034482758621,0.0,0.07064000467298819,8.990673676264949,91.19827586206897,213.71508620689656
minisweagent,r01,120,150,30.072256565093994,144,132,25,796.3333333333334,9972.361111111111,0.8561260057757558,6818.8763804981545,616.448584756947,0.0,26.250718353926196,16.566666666666666,0.0,0.10276679841897234,9.081988579816567,91.9,218.92141666666666
minisweagent,r01,150,180,30.074769973754883,135,126,34,815.2666666666667,11076.385185185185,0.8364500823658226,8269.489682449233,750.861935758992,0.0,36.34600085149954,27.4,0.0,0.18342744212309428,8.948366070513684,93.5,250.1385
minisweagent,r01,180,210,30.08730959892273,135,144,25,756.3,12045.059259259258,0.8176443441288656,9862.929054003056,690.224559019513,0.0,34.19478870885615,24.466666666666665,0.0,0.16746659137963485,9.09898432390402,94.24166666666666,243.6205
minisweagent,r01,210,240,30.081862449645996,122,117,30,744.0666666666667,14114.967213114754,0.7987531359055534,11688.072857474874,699.3250512734647,0.0,39.04663202209077,27.9,0.06666666666666667,0.21044607566346696,9.005213268965514,94.65,262.62575
minisweagent,r01,240,270,30.076162576675415,122,131,21,690.3,15217.254098360656,0.8465053634133436,9336.563442364535,838.4048309259854,0.0,38.607411335550424,33.2,0.0,0.26406926406926406,9.174939556510886,94.5,277.114
minisweagent,r01,270,300,30.078654289245605,117,108,30,734.9666666666667,17911.17094017094,0.8296058653920343,11894.348615453735,700.9289643499133,0.0,44.48093631115214,31.566666666666666,0.0,0.2753717297195558,9.142583438122799,96.075,292.56691666666666
minisweagent,r01,300,330,30.081698417663574,104,93,41,729.2,20013.115384615383,0.7704375984062131,15747.28239818556,644.2787814340874,0.0,48.54206668520437,32.63333333333333,0.06666666666666667,0.33280632411067196,9.310148975295398,95.73333333333333,316.34341666666666
minisweagent,r01,330,360,30.079517126083374,101,109,33,663.7333333333333,21451.62376237624,0.8335398881147885,12328.755094224052,735.4506359683868,0.0,42.401248604987906,32.2,0.1,0.3370976849237719,9.253154317212317,96.11666666666666,296.2409166666667
minisweagent,r01,360,390,30.079492807388306,93,78,48,710.4333333333333,22592.31182795699,0.673252564000471,22235.049117441256,472.08242808243466,0.0,70.22701165614984,34.63333333333333,0.23333333333333334,0.3885657820440429,9.36955282456711,97.625,337.1380833333333
minisweagent,r01,390,420,30.079625606536865,86,85,49,599.8333333333334,20072.232558139534,0.6194156031211252,21214.5925068071,565.0336284872659,0.0,80.67101272376807,48.4,0.23333333333333334,0.5147939017504235,9.194777098626796,98.68333333333334,344.70091666666667
minisweagent,r01,420,450,30.081401109695435,91,100,40,454.8666666666667,20228.582417582416,0.6756682849331304,20305.27094707472,604.7258215687607,0.0,72.02857159651242,45.266666666666666,0.4,0.494532279314888,9.339359513520515,98.38333333333334,332.6166666666667
minisweagent,r01,450,480,29.080546379089355,84,55,69,635.0,23002.571428571428,0.5451164760452226,27332.464446800746,380.11665447759555,0.0,137.4752707437638,53.51724137931034,2.793103448275862,0.5861582195915029,9.132142925536192,99.53448275862068,359.595
minisweagent,r01,480,510,30.079490423202515,72,46,95,594.2333333333333,24007.527777777777,0.17302965754546945,30537.551902523322,273.40888706200377,0.0,221.86166398665486,61.7,20.266666666666666,0.707029926595144,9.190822000424474,99.94166666666666,370.7985
minisweagent,r01,510,540,30.077417373657227,48,42,101,284.7,21769.4375,0.1350552840628427,27769.43876609313,348.66690413336,0.0,179.210136036673,63.06666666666667,36.266666666666666,0.7828910220214568,9.048484867628352,99.89166666666667,363.75225
minisweagent,r01,540,570,30.08032774925232,49,44,106,302.5,24890.448979591838,0.14074850132354674,27646.972696987024,395.2417041165888,0.0,157.60959006104792,62.43333333333333,41.333333333333336,0.7839262187088274,9.186583647198605,99.80833333333334,358.723
minisweagent,r01,570,600,30.079349994659424,43,34,115,202.46666666666667,23898.906976744187,0.06903122029528165,28881.175961390192,268.0576542189769,0.0,228.33481999753997,62.53333333333333,48.2,0.8539996235648409,9.030408129145359,99.925,367.89366666666666
minisweagent,r01,600,630,30.080188989639282,42,45,112,223.7,23621.761904761905,0.1186823067125101,31674.23583436154,278.2562304672665,0.0,222.36719484682436,61.63333333333333,49.6,0.8116036137775268,9.116571678919684,99.83333333333333,367.35775
minisweagent,r01,630,660,30.07650876045227,45,49,108,221.63333333333333,25895.244444444445,0.07556772952068147,29421.566414103094,239.48923252260101,0.0,236.63817240497258,58.733333333333334,49.46666666666667,0.8086109542631281,9.028691752802503,99.91666666666667,367.4698333333333
minisweagent,r01,660,690,30.081658840179443,44,45,107,179.53333333333333,26665.93181818182,0.27206349902427257,30901.620317506895,255.7039836422171,0.0,235.12426323778047,61.0,47.93333333333333,0.7940899680030115,9.146996513619928,99.975,367.7235
minisweagent,r01,690,720,30.080466747283936,45,44,108,217.13333333333333,26383.955555555556,0.0915795822312274,30644.33832574197,220.27583732883014,0.0,256.9823305830996,57.96666666666667,50.666666666666664,0.8467156032373424,9.051707684496002,100.0,368.79908333333333
minisweagent,r01,720,750,30.08137273788452,41,35,114,348.06666666666666,24692.70731707317,0.08721684404450625,31228.594791384625,212.8559775444042,0.0,252.001954727814,55.06666666666667,53.9,0.8261998870694522,8.999942605810324,100.0,369.1745833333333
minisweagent,r01,750,780,30.083388805389404,44,47,111,262.7,26831.522727272728,0.11618434386123307,31108.36369047441,204.1658285152924,0.0,253.939408366963,53.13333333333333,56.63333333333333,0.7621212121212121,9.16381441444676,100.0,371.85583333333335
minisweagent,r01,780,810,30.07962203025818,39,40,110,243.4,25808.410256410258,0.10118896654303448,31339.55603071482,215.96016045233011,0.0,250.38101673126224,55.666666666666664,55.9,0.7513739883305101,8.989205347378816,100.0,367.3430833333333
minisweagent,r01,810,840,30.080957174301147,39,38,111,266.06666666666666,25389.46153846154,0.1437234704307484,31163.403297580695,201.58932991602455,0.0,253.96894600431796,52.86666666666667,56.166666666666664,0.7387822322604931,9.09875939200403,99.99166666666666,368.47641666666664
minisweagent,r01,840,870,29.08167815208435,36,40,107,220.1,31064.083333333332,0.12816048346868136,31371.160743507902,220.75754935551626,0.0,250.77702204386392,56.48275862068966,51.96551724137931,0.7541521447068673,9.003058411853356,100.0,370.62543103448274
minisweagent,r01,870,900,30.07772207260132,39,40,106,238.16666666666666,24403,0.11437589936406257,30447.518525155265,230.80205286967765,0.0,256.20243284437396,60.13333333333333,47.1,0.7859683794466403,9.113219563314425,100.0,369.513
minisweagent,r01,900,930,30.08509135246277,38,32,112,218.06666666666666,28795.763157894737,0.04486376424141629,30638.397909486313,220.34169424110289,0.0,256.1057530916654,57.9,50.8,0.7851214003387916,9.557473291483056,99.99166666666666,368.93358333333333
minisweagent,r01,930,960,30.081504344940186,37,37,112,227.0,21847.72972972973,0.06436142151455565,31129.826130437894,236.95623457737594,0.0,253.50376306954075,61.13333333333333,50.6,0.8898833051006964,10.331055933702487,99.94166666666666,364.86441666666667
minisweagent,r01,960,990,30.082946062088013,35,35,112,216.1,25824.77142857143,0.06457903695423953,27456.98504046945,308.2477354731651,0.0,198.77099359272333,61.93333333333333,52.266666666666666,0.9282891022021457,8.993016335811266,99.91666666666667,364.5636666666667
minisweagent,r01,990,1020,30.083836317062378,40,40,112,268.6,23972.85,0.09487666034155598,29301.316185530828,248.20637638441772,0.0,241.93716241467382,61.3,49.5,0.8449934123847167,9.11633573275915,99.98333333333333,365.90391666666665
minisweagent,r01,1020,1050,30.08418917655945,41,45,108,370.76666666666665,27152.536585365855,0.11096179327165019,31357.93338033678,233.94348302675095,0.0,255.57121583970925,60.9,50.9,0.8230754752493883,9.00336798465546,99.91666666666667,369.22383333333335
minisweagent,r01,1050,1080,30.07599925994873,42,38,112,158.0,25790.119047619046,0.20034237509485908,30131.002204365155,215.25469341998635,0.0,259.19452128203017,57.03333333333333,53.233333333333334,0.8016280820628647,9.137195055516365,99.98333333333333,369.02675
minisweagent,r01,1080,1110,30.08181357383728,40,39,113,235.5,24536.825,0.13674165782382736,29585.64974201027,250.3838401069915,0.0,234.830254688859,59.46666666666667,51.2,0.8296066252587991,8.985377651915632,99.925,366.52233333333334
minisweagent,r01,1110,1140,30.07484769821167,40,41,112,176.7,21275.975,0.07578068290587613,29761.979478061472,233.38439051903723,0.0,259.7039917419697,61.666666666666664,50.166666666666664,0.9058817993600602,9.097978432957936,99.94166666666666,370.705
minisweagent,r01,1140,1170,30.075644493103027,38,38,112,216.23333333333332,23554.026315789473,0.044733334119784356,29616.88818353558,253.19490665432883,0.0,240.86646495326872,62.1,49.53333333333333,0.9327875023527198,8.985235471352494,99.9,366.5855
minisweagent,r02,0,30,30.082133293151855,38,35,3,125.2,3960.9210526315787,0.47104057899994345,2798.83740888705,125.4232857501139,0.0,9.297180494162506,1.6333333333333333,0.0,0.004959533220402782,7.073659189303552,55.63333333333333,122.19158333333334
minisweagent,r02,30,60,30.07534098625183,78,78,3,312.1,6518.397435897436,0.7036899106398504,5211.678234060622,311.65066438597074,0.0,17.432876688875755,7.266666666666667,0.2,0.030387728213815156,8.626196076441516,76.39166666666667,162.57558333333333
minisweagent,r02,60,90,30.083099365234375,102,99,6,436.5,7375.519607843137,0.7444632325648534,6590.810261695762,423.09470329075043,0.0,16.488000008402153,8.7,0.0,0.04706380575945793,9.0888835882668,89.725,202.66925
minisweagent,r02,90,120,29.079862356185913,132,124,14,582.7333333333333,10461.35606060606,0.8511807146180917,6796.662156757301,562.0384236971217,0.0,23.08841812509679,13.0,0.0,0.07820440429136082,9.064294589937624,88.79310344827586,208.08629310344827
minisweagent,r02,120,150,30.07631206512451,144,133,25,704.0333333333333,9620.298611111111,0.8431771790936672,7206.1361622629765,635.8824831511412,0.0,27.58245257770314,17.666666666666668,0.0,0.10702992659514399,9.022553401700417,89.06666666666666,219.8225
minisweagent,r02,150,180,30.07796859741211,136,129,32,814.7333333333333,10868.551470588236,0.8062124345896089,9544.527552459118,653.701061503592,0.0,32.130070949035186,21.9,0.0,0.1412384716732543,8.933180804257274,89.89166666666667,234.3805
minisweagent,r02,180,210,30.081475019454956,134,135,31,660.4333333333333,12052.477611940298,0.8134284634400224,10141.191540730752,747.9686413464866,0.0,38.9255861982452,29.466666666666665,0.0,0.22060982495765105,9.149679351918088,93.49166666666666,252.52875
minisweagent,r02,210,240,30.079057931900024,123,126,28,681.4666666666667,14933.577235772358,0.8248404667908024,10720.681503060307,684.7953831078935,0.0,38.71535824191186,27.133333333333333,0.0,0.22388481084133258,9.027795272816656,92.65833333333333,256.63175
minisweagent,r02,240,270,30.071974515914917,121,125,24,688.0666666666667,16110.96694214876,0.8252664809675586,11278.973378369155,720.7042553368104,0.0,39.42081649419356,28.733333333333334,0.0,0.24266892527762093,9.009563556339883,93.81666666666666,278.85224999999997
minisweagent,r02,270,300,30.077634572982788,117,130,11,620.1333333333333,17892.042735042734,0.885136396916771,7995.9412837613245,649.7518929748047,0.0,28.720097066798886,19.766666666666666,0.0,0.19552983248635422,9.327651472123843,94.175,258.28125
minisweagent,r02,300,330,30.08012866973877,105,91,25,782.3,19865.009523809524,0.7891366051987889,14507.18528471606,508.24250680084504,0.0,33.05865306707043,16.766666666666666,0.1,0.17878787878787877,9.124431190161987,95.33333333333333,277.07175
minisweagent,r02,330,360,30.08206534385681,100,100,25,520.6333333333333,20673.23,0.8080645673122693,13270.033005945861,657.7673365781977,0.0,41.28037994079169,28.833333333333332,0.0,0.32334839073969507,9.236250088946619,96.71666666666667,289.875
minisweagent,r02,360,390,30.094069242477417,93,98,20,517.0333333333333,21143.279569892475,0.7588402828242753,15835.279574865808,630.8884267868132,0.0,51.60387452334574,34.13333333333333,0.1,0.39255599472990776,9.182525972397034,97.88333333333334,311.32033333333334
minisweagent,r02,390,420,30.08112335205078,86,80,26,598.7333333333333,20822.95348837209,0.7326737908192416,16471.825011356163,492.83398849495774,0.0,41.0975746912499,21.9,0.1,0.2611707133446264,9.208990957527336,96.68333333333334,283.4005
minisweagent,r02,420,450,30.081082344055176,91,94,23,544.0333333333333,21888.043956043955,0.7717241536810213,14953.085625554077,584.5201910919561,0.0,43.75061314585605,25.833333333333332,0.03333333333333333,0.31332580463015247,9.134213838959605,97.70833333333333,283.89433333333335
minisweagent,r02,450,480,30.077112197875977,85,102,6,354.43333333333334,19947.035294117646,0.7994081516783373,11241.471514139484,537.9505816101129,0.0,28.111054501806112,16.8,0.0,0.19876717485413137,9.381818622392553,94.625,270.54200000000003
minisweagent,r02,480,510,29.076563596725464,71,69,8,361.2,23418.183098591548,0.7937939941156802,11410.908269688562,335.7343094388009,0.0,20.174412897311367,6.793103448275862,0.0,0.08724858350045755,9.223541390848652,93.44827586206897,239.0905172413793
minisweagent,r02,510,540,30.072216033935547,48,48,8,413.06666666666666,22753.583333333332,0.7667363748567075,8471.740150859081,387.00174230149463,0.0,16.50124139124804,6.466666666666667,0.0,0.09280067758328628,9.432908114947232,94.85833333333333,233.56216666666666
minisweagent,r02,540,570,30.081424951553345,49,46,11,390.26666666666665,24853.26530612245,0.7309504631661893,10737.68947183204,346.3931651104158,0.0,17.488841415147103,6.466666666666667,0.0,0.09367588932806324,9.312669389100371,95.45,241.186
minisweagent,r02,570,600,30.08373475074768,43,50,4,203.06666666666666,25989.232558139534,0.8621165499567159,5347.4078711587445,294.7439895167812,0.0,11.590957929315053,4.033333333333333,0.0,0.06071899115377376,9.380152078052463,92.55833333333334,210.77641666666668
minisweagent,r02,600,630,30.079965353012085,43,45,2,261.1666666666667,29100.74418604651,0.8629488579891555,5555.99044209886,270.91121629845867,0.0,11.768124346134204,3.6,0.0,0.06171654432523998,9.402848753944863,96.5,204.557
minisweagent,r02,630,660,30.084698915481567,44,43,3,245.8,26684.363636363636,0.7995693766863808,7822.182321356068,253.78349377699882,0.0,12.398962137233298,3.5,0.0,0.04873894221720309,9.463645842477119,96.85833333333333,212.43041666666667
minisweagent,r02,660,690,30.082683086395264,45,45,3,210.03333333333333,21970.71111111111,0.6841107656455766,10381.853211133364,172.29181270549583,0.0,12.007389634159585,2.3,0.0,0.03371917937135328,9.111250301249171,90.38333333333334,202.76525
minisweagent,r02,690,720,30.08570623397827,45,45,3,272.1666666666667,21667.11111111111,0.8053893977928476,6373.724402833923,280.9972261994701,0.0,11.59857742918503,3.7333333333333334,0.0,0.04684735554300772,9.470839924857808,96.09166666666667,209.88125
minisweagent,r02,720,750,30.088953256607056,40,42,1,203.06666666666666,18338.4,0.7424773335390538,6323.749396573596,234.00614637379945,0.0,10.607755384452156,2.8666666666666667,0.0,0.033747412008281574,9.262572372451844,90.9,191.43708333333333
minisweagent,r02,750,780,30.080650329589844,44,40,5,242.2,27864.295454545456,0.778457925585748,9176.49708285957,227.55492068822346,0.0,13.40400344329261,3.5,0.0,0.059279126670431025,9.315053248957511,93.475,204.16958333333332
minisweagent,r02,780,810,30.07732367515564,40,40,5,262.8333333333333,24905.9,0.8217013431656571,5694.688857622026,235.92524642946913,0.0,10.767149576042803,3.033333333333333,0.0,0.042904197252023324,9.149055953704561,87.50833333333334,199.553
minisweagent,r02,810,840,30.083826541900635,38,41,2,180.6,29025.842105263157,0.8494609634639309,5679.463673347102,199.01058768775076,0.0,9.562354077372635,2.433333333333333,0.0,0.03576134010916619,9.303209480392471,91.13333333333334,190.56566666666666
minisweagent,r02,840,870,29.076850414276123,36,32,6,385.03333333333336,28697.61111111111,0.6555776199970432,11858.368258162805,310.4531567685863,0.0,16.088360180484063,5.517241379310345,0.0,0.10022586109542632,9.353394505827238,98.24137931034483,234.9355172413793
minisweagent,r02,870,900,30.07991909980774,39,41,4,290.93333333333334,29297.897435897437,0.8040482470957048,7443.437572324823,342.55411278901545,0.0,14.858085250665553,5.533333333333333,0.0,0.10953322040278562,9.515040965659509,97.125,228.17508333333333
minisweagent,r02,900,930,30.076796531677246,38,38,4,253.0,25744.92105263158,0.6082507842630176,12742.414226074756,244.93964948165228,0.0,16.311865387045863,4.6,0.0,0.06569734613212874,10.022165717046695,97.625,232.82783333333333
minisweagent,r02,930,960,30.075719118118286,38,38,4,188.93333333333334,25907.657894736843,0.6489444799393799,11491.36280474824,243.88444283552414,0.0,14.548378357149593,4.0,0.0,0.05966497270845097,10.245659994580622,93.325,234.44283333333334
minisweagent,r02,960,990,30.08484983444214,34,37,1,353.6666666666667,22962,0.7202692940254231,7259.068973313676,226.95808812657188,0.0,11.083715250046128,2.8666666666666667,0.0,0.04853190287972895,9.32339329226957,95.55,205.16641666666666
minisweagent,r02,990,1020,30.07869577407837,40,38,3,181.26666666666668,29257.75,0.7719390588818347,8873.456548937686,247.71685767111035,0.0,13.591219193804681,3.8333333333333335,0.06666666666666667,0.07744212309429702,9.42994417181927,98.14166666666667,219.21975
minisweagent,r02,1020,1050,30.082971334457397,41,41,3,220.03333333333333,20706.560975609755,0.7970015537318683,5793.643123289691,281.4216689527255,0.0,12.151556938922884,3.5,0.0,0.054799548277809154,9.349215521677488,96.99166666666666,198.88941666666668
