run,workload,group,start_unix,duration_seconds,output_tokens,completed_tasks,prompt_tokens,cached_prompt_tokens,output_tokens_per_second,tasks_per_second,actual_prefix_reuse,frontend_cpu_percent,minute,tasks_per_minute,waiting_per_replica_mean,running_per_replica_mean,kv_cache_per_replica_mean
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014064.3283682,60.0,201977.0,59.0,35774626.0,33356928.0,3366.2833333333333,0.9833333333333333,0.9324186366057328,49.032102800676014,49.0,59.0,0.008368200836820083,11.92887029288703,0.28810460959815154
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014124.3283682,60.0,195883.0,51.0,42038778.0,39338112.0,3264.7166666666667,0.85,0.9357577425300041,41.39351460079158,50.0,51.0,0.012552301255230125,12.341004184100418,0.30519303327198544
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014184.3283682,60.0,203819.0,52.0,38293272.0,36125760.0,3396.983333333333,0.8666666666666667,0.9433970541874823,39.72465712370012,51.0,52.0,0.0125,12.51875,0.3219255834744965
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014244.3283682,60.0,207074.0,58.0,33240315.0,31330992.0,3451.233333333333,0.9666666666666667,0.9425600208662283,42.92920955970481,52.0,58.0,0.008333333333333333,12.302083333333334,0.30686288349331825
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014304.3283682,60.0,213197.0,39.0,29105589.0,26934336.0,3553.2833333333333,0.65,0.9254008225018225,29.084438675778284,53.0,39.0,0.010482180293501049,13.431865828092244,0.3136616368773875
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014364.3283682,60.0,218735.0,43.0,29932041.0,28128144.0,3645.5833333333335,0.7166666666666667,0.9397335784753201,31.453160010443412,54.0,43.0,0.0,13.171548117154812,0.3263864114782798
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014424.3283682,60.0,216128.0,46.0,28952218.0,26957040.0,3602.133333333333,0.7666666666666667,0.9310872141125768,35.05645444213278,55.0,46.0,0.0,12.947698744769875,0.32037545863268985
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014484.3283682,60.0,221247.0,38.0,31893154.0,29944464.0,3687.45,0.6333333333333333,0.9388994265038824,28.95239838059834,56.0,38.0,0.006263048016701462,13.367432150313153,0.3298008155047276
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014544.3283682,60.0,217041.0,54.0,33746347.0,31930800.0,3617.35,0.9,0.9462001916829694,39.40012981070778,57.0,54.0,0.004166666666666667,12.722916666666666,0.3206945228684359
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014604.3283682,60.0,223555.0,47.0,31308382.0,29365248.0,3725.9166666666665,0.7833333333333333,0.9379356620856357,33.127374925195646,58.0,47.0,0.010460251046025104,13.219665271966527,0.30694487429979517
openclaw-fixed_frontend-n8-7642787.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,fixed_sticky,1790014664.3283682,60.0,208381.0,57.0,34628115.0,32710128.0,3473.016666666667,0.95,0.9446118565795453,41.70534800389766,59.0,57.0,0.0041753653444676405,12.542797494780793,0.30996429367129197
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011112.7426138,60.0,315484.0,17.0,50883691.0,49133568.0,5258.066666666667,0.2833333333333333,0.9656054235530988,97.36304714039571,0.0,17.0,0.07740585774058577,19.010460251046027,0.30868431186786655
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011172.7426138,60.0,326633.0,16.0,49172593.0,47452944.0,5443.883333333333,0.26666666666666666,0.9650283034697804,95.0979640936496,1.0,16.0,0.0375,20.595833333333335,0.34063793995859215
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011232.7426138,60.0,329822.0,20.0,45165869.0,43511424.0,5497.033333333334,0.3333333333333333,0.9633695744899761,94.88697602251933,2.0,20.0,0.05,21.00625,0.3499788255223038
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011292.7426138,60.0,338585.0,17.0,46746128.0,44809776.0,5643.083333333333,0.2833333333333333,0.9585772751060794,91.13161786751971,3.0,17.0,0.1125,21.825,0.3462185911914173
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011352.7426138,60.0,322953.0,22.0,50925339.0,49095024.0,5382.55,0.36666666666666664,0.964058854865944,96.45778408698148,4.0,22.0,0.06041666666666667,21.022916666666667,0.3354696028609072
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011412.7426138,60.0,339553.0,23.0,47663849.0,45916992.0,5659.216666666666,0.38333333333333336,0.963350483927557,90.3342634023895,5.0,23.0,0.06315789473684211,22.24,0.3519884691967072
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011472.7426138,60.0,341742.0,14.0,47857128.0,46221120.0,5695.7,0.23333333333333334,0.9658147475962201,93.27699695720553,6.0,14.0,0.03563941299790356,21.11320754716981,0.3300957542138838
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011532.7426138,60.0,335656.0,18.0,49721934.0,47893296.0,5594.266666666666,0.3,0.9632227097200201,95.47885930619469,7.0,18.0,0.09791666666666667,21.33125,0.34036031902879726
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011592.7426138,60.0,330074.0,24.0,47117013.0,45315072.0,5501.233333333334,0.4,0.9617560434062321,96.22213873355871,8.0,24.0,0.04375,20.622916666666665,0.32924371823828347
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011652.7426138,60.0,319149.0,13.0,53385327.0,51528576.0,5319.15,0.21666666666666667,0.9652198252901963,97.6003549709235,9.0,13.0,0.058333333333333334,20.245833333333334,0.3200692875964615
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011712.7426138,60.0,332456.0,20.0,53059464.0,51201216.0,5540.933333333333,0.3333333333333333,0.9649780103319551,95.77134202520895,10.0,20.0,0.05219206680584551,21.822546972860124,0.3589546969323678
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011772.7426138,60.0,327497.0,12.0,48141917.0,46329888.0,5458.283333333334,0.2,0.9623606804024858,97.6837141329592,11.0,12.0,0.029473684210526315,20.501052631578947,0.34701595886950576
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011832.7426138,60.0,327021.0,18.0,50672701.0,48824688.0,5450.35,0.3,0.9635304026915794,97.71042421814292,12.0,18.0,0.09414225941422594,20.847280334728033,0.35601591422948525
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011892.7426138,60.0,325287.0,25.0,50618738.0,48858480.0,5421.45,0.4166666666666667,0.9652251701731481,96.06553270519801,13.0,25.0,0.058333333333333334,20.89375,0.36741836062488237
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790011952.7426138,60.0,312999.0,20.0,49979802.0,48009984.0,5216.65,0.3333333333333333,0.9605877190149733,97.07160239296434,14.0,20.0,0.11458333333333333,19.21875,0.3329904244306418
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012012.7426138,60.0,315560.0,19.0,50020235.0,48390672.0,5259.333333333333,0.31666666666666665,0.9674219243472166,97.607573400883,15.0,19.0,0.022916666666666665,19.195833333333333,0.34388881046489744
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012072.7426138,60.0,312342.0,27.0,48553826.0,46673616.0,5205.7,0.45,0.9612757602253631,97.32496170634282,16.0,27.0,0.10647181628392484,18.528183716075155,0.31705663855977007
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012132.7426138,60.0,309593.0,19.0,50451646.0,48782976.0,5159.883333333333,0.31666666666666665,0.9669253605719821,97.06297731270699,17.0,19.0,0.060669456066945605,17.93305439330544,0.3081574601494558
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012192.7426138,60.0,312257.0,18.0,49752725.0,48206928.0,5204.283333333334,0.3,0.9689304053195076,97.32181603801358,18.0,18.0,0.061052631578947365,18.018947368421053,0.3165467027251924
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012252.7426138,60.0,303053.0,22.0,48309315.0,46758624.0,5050.883333333333,0.36666666666666664,0.9679007868358307,98.2553219943393,19.0,22.0,0.04583333333333333,17.014583333333334,0.3072793148880105
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012312.7426138,60.0,301661.0,19.0,50721274.0,49376976.0,5027.683333333333,0.31666666666666665,0.9734963676188417,98.21429576125786,20.0,19.0,0.020833333333333332,16.6875,0.3033896809712027
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012372.7426138,60.0,312137.0,16.0,50468378.0,49106640.0,5202.283333333334,0.26666666666666666,0.9730179955456464,96.87162979537833,21.0,16.0,0.012526096033402923,17.94572025052192,0.32955090656824343
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012432.7426138,60.0,320884.0,20.0,51704612.0,50161584.0,5348.066666666667,0.3333333333333333,0.9701568595080068,91.57512719079442,22.0,20.0,0.022916666666666665,19.704166666666666,0.35518245341614907
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012492.7426138,60.0,325191.0,24.0,46846170.0,45207360.0,5419.85,0.4,0.9650172041812597,91.00042393767956,23.0,24.0,0.031315240083507306,20.031315240083508,0.3413909318420528
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012552.7426138,60.0,321952.0,28.0,49920751.0,48144624.0,5365.866666666667,0.4666666666666667,0.9644210681045243,91.45556278342612,24.0,28.0,0.10337552742616034,19.251054852320674,0.31499045808346854
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012612.7426138,60.0,319662.0,15.0,48678303.0,47138256.0,5327.7,0.25,0.968362763180138,95.63252435312688,25.0,15.0,0.03333333333333333,18.43125,0.29457462827028047
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012672.7426138,60.0,314151.0,16.0,43306983.0,41650224.0,5235.85,0.26666666666666666,0.9617438370158456,98.22625521556878,26.0,16.0,0.04583333333333333,17.8,0.283885634293243
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012732.7426138,60.0,324671.0,22.0,47046838.0,45551616.0,5411.183333333333,0.36666666666666664,0.9682184379745138,97.5497510609954,27.0,22.0,0.05636743215031315,18.57828810020877,0.30320614304457455
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012792.7426138,60.0,318450.0,10.0,49283967.0,47773968.0,5307.5,0.16666666666666666,0.9693612529202449,96.51790981123696,28.0,10.0,0.022916666666666665,18.4125,0.3019615800865801
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012852.7426138,60.0,328713.0,15.0,47535736.0,46100208.0,5478.55,0.25,0.9698010776566076,97.46241194971562,29.0,15.0,0.020833333333333332,19.160416666666666,0.3125494071146245
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012912.7426138,60.0,327611.0,19.0,50768332.0,49286160.0,5460.183333333333,0.31666666666666665,0.9708051861936295,94.62573113186902,30.0,19.0,0.014767932489451477,20.035864978902953,0.3351833453649634
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790012972.7426138,60.0,322300.0,25.0,53825951.0,52180656.0,5371.666666666667,0.4166666666666667,0.9694330528409986,94.66143827510206,31.0,25.0,0.014613778705636743,20.06471816283925,0.33641927646647624
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013032.7426138,60.0,333787.0,17.0,47327372.0,45572736.0,5563.116666666667,0.2833333333333333,0.9629255560608774,92.23105695923233,32.0,17.0,0.041666666666666664,21.2375,0.3526268115942029
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013092.7426138,60.0,330230.0,23.0,47634286.0,45675168.0,5503.833333333333,0.38333333333333336,0.9588716833081113,91.15250226371126,33.0,23.0,0.06889352818371608,21.482254697286013,0.351316560357134
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013152.7426138,60.0,326372.0,16.0,48077613.0,46211088.0,5439.533333333334,0.26666666666666666,0.9611768371279165,91.21825230873725,34.0,16.0,0.052083333333333336,21.954166666666666,0.350682876905703
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013212.7426138,60.0,341137.0,17.0,48523739.0,46830432.0,5685.616666666667,0.2833333333333333,0.9651035341691208,89.35895659684302,35.0,17.0,0.020876826722338204,23.254697286012526,0.3799576569386863
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013272.7426138,60.0,332231.0,12.0,48107495.0,46062192.0,5537.183333333333,0.2,0.9574847328882953,94.01048454049139,36.0,12.0,0.15157894736842106,23.010526315789473,0.37792564414990043
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013332.7426138,60.0,321139.0,25.0,50545445.0,48643584.0,5352.316666666667,0.4166666666666667,0.9623732464913505,97.745503210514,37.0,25.0,0.04592901878914405,20.06680584551148,0.33315631450332367
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013392.7426138,60.0,334530.0,19.0,49394679.0,47566464.0,5575.5,0.31666666666666665,0.9629876124916208,93.48739686399115,38.0,19.0,0.07916666666666666,22.864583333333332,0.3809359119141728
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013452.7426138,60.0,328070.0,13.0,45330747.0,43167696.0,5467.833333333333,0.21666666666666667,0.9522829173761465,95.73877676394243,39.0,13.0,0.10020876826722339,21.795407098121085,0.3589482134458081
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013512.7426138,60.0,324971.0,15.0,50846524.0,48723840.0,5416.183333333333,0.25,0.9582531148048586,96.74801417875938,40.0,15.0,0.08958333333333333,21.60625,0.3671289760963674
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013572.7426138,60.0,332126.0,19.0,51751642.0,49676880.0,5535.433333333333,0.31666666666666665,0.959909252734435,96.84838072345242,41.0,19.0,0.10251046025104603,22.610878661087867,0.3876849001462427
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013632.7426138,60.0,325705.0,9.0,52128202.0,49973088.0,5428.416666666667,0.15,0.958657426933697,96.18193890707346,42.0,9.0,0.11297071129707113,21.692468619246863,0.3787727190037541
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013692.7426138,60.0,321831.0,21.0,52700026.0,50482080.0,5363.85,0.35,0.9579137589040279,96.89288990614817,43.0,21.0,0.09623430962343096,21.397489539748953,0.3819911214853911
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013752.7426138,60.0,303749.0,23.0,51216853.0,49020576.0,5062.483333333334,0.38333333333333336,0.9571180798632825,98.51001111848022,44.0,23.0,0.0918580375782881,18.48643006263048,0.3411923013901774
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013812.7426138,60.0,296122.0,24.0,49192649.0,47416512.0,4935.366666666667,0.4,0.9638942598923672,98.77323540090778,45.0,24.0,0.04583333333333333,16.9375,0.30669701675136457
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013872.7426138,60.0,323015.0,17.0,52454040.0,50790432.0,5383.583333333333,0.2833333333333333,0.9682844638849553,96.68333001094221,46.0,17.0,0.06680584551148225,20.010438413361168,0.3555980191180336
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013932.7426138,60.0,312366.0,20.0,49359175.0,47551152.0,5206.1,0.3333333333333333,0.9633700725346402,98.20104733343261,47.0,20.0,0.05845511482254697,18.23382045929019,0.3196294039082457
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790013992.7426138,60.0,287321.0,22.0,49409966.0,47738064.0,4788.683333333333,0.36666666666666664,0.9661626563353636,98.41997562821209,48.0,22.0,0.1278825995807128,15.928721174004194,0.28839194712861654
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014052.7426138,60.0,286744.0,21.0,50240865.0,48783504.0,4779.066666666667,0.35,0.9709925177442705,98.64625767171317,49.0,21.0,0.04602510460251046,15.5418410041841,0.27744767511913226
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014112.7426138,60.0,287684.0,18.0,52706584.0,51133104.0,4794.733333333334,0.3,0.9701464242114419,98.36966029917235,50.0,18.0,0.03966597077244259,16.432150313152402,0.3017992264611126
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014172.7426138,60.0,286200.0,17.0,48501992.0,46950288.0,4770.0,0.2833333333333333,0.9680074170974257,98.81607726631265,51.0,17.0,0.1022964509394572,15.632567849686847,0.284379866298719
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014232.7426138,60.0,282024.0,16.0,51412246.0,50205936.0,4700.4,0.26666666666666666,0.9765365240024722,98.51393577384074,52.0,16.0,0.008333333333333333,14.510416666666666,0.2586433041596085
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014292.7426138,60.0,294854.0,28.0,51850284.0,50618304.0,4914.233333333334,0.4666666666666667,0.9762396672697106,97.26880486705632,53.0,28.0,0.0,16.28930817610063,0.2932506833245143
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014352.7426138,60.0,286075.0,18.0,51894119.0,50599296.0,4767.916666666667,0.3,0.9750487526341858,96.85726462346459,54.0,18.0,0.006276150627615063,15.347280334728033,0.27009832990367827
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014412.7426138,60.0,285412.0,18.0,48509637.0,47140896.0,4756.866666666667,0.3,0.9717841426024276,97.58254995699788,55.0,18.0,0.04184100418410042,15.435146443514645,0.2687782474029518
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014472.7426138,60.0,285399.0,22.0,45910481.0,44739024.0,4756.65,0.36666666666666664,0.9744838874591621,98.07590014448614,56.0,22.0,0.004166666666666667,14.047916666666667,0.246387987012987
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014532.7426138,60.0,277113.0,23.0,46623894.0,45396912.0,4618.55,0.38333333333333336,0.9736834079109737,97.07822231247425,57.0,23.0,0.0041753653444676405,14.121085594989562,0.24113442153743506
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014592.7426138,60.0,282927.0,18.0,47715900.0,46352064.0,4715.45,0.3,0.9714175777885359,95.70428862276478,58.0,18.0,0.022916666666666665,15.1375,0.2566693722943723
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014652.7426138,60.0,290861.0,24.0,48047877.0,46828848.0,4847.683333333333,0.4,0.974628868617858,94.5164939974154,59.0,24.0,0.0,15.158995815899582,0.25397265096191785
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014712.7426138,60.0,293046.0,21.0,46511348.0,45287088.0,4884.1,0.35,0.9736782515957181,94.64298051409511,60.0,21.0,0.0,15.035564853556485,0.24202280346540853
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014772.7426138,60.0,298943.0,17.0,43148699.0,41960688.0,4982.383333333333,0.2833333333333333,0.9724670493541416,94.72675417642473,61.0,17.0,0.0,15.132075471698114,0.24321795240581132
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014832.7426138,60.0,305560.0,22.0,49182657.0,47865840.0,5092.666666666667,0.36666666666666664,0.9732259889903874,89.14771263642645,62.0,22.0,0.0,17.154166666666665,0.2744259363824581
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014892.7426138,60.0,304790.0,13.0,41934058.0,40554624.0,5079.833333333333,0.21666666666666667,0.9671046861241046,92.3436374614871,63.0,13.0,0.035416666666666666,16.425,0.261620670995671
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790014952.7426138,60.0,313447.0,15.0,45933213.0,44553696.0,5224.116666666667,0.25,0.969966895196293,94.90062166166146,64.0,15.0,0.0,17.281837160751564,0.2705323178228688
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790015012.7426138,60.0,315324.0,12.0,46684408.0,45294480.0,5255.4,0.2,0.9702271473593496,96.14631618526249,65.0,12.0,0.0020876826722338203,17.551148225469728,0.27996284372793406
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790015072.7426138,60.0,315247.0,21.0,46515167.0,45165120.0,5254.116666666667,0.35,0.970976197935611,96.61293598119373,66.0,21.0,0.016771488469601678,17.22431865828092,0.2799191966542254
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790015132.7426138,60.0,293157.0,18.0,43707493.0,42500832.0,4885.95,0.3,0.9723923538693926,98.88148921093804,67.0,18.0,0.0,14.363256784968685,0.2367975584368432
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790015192.7426138,60.0,318745.0,19.0,50217872.0,48908112.0,5312.416666666667,0.31666666666666665,0.973918448794485,94.04908676855099,68.0,19.0,0.006289308176100629,17.754716981132077,0.3017216581613628
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790015252.7426138,60.0,316168.0,18.0,46575341.0,45142416.0,5269.466666666666,0.3,0.9692342563847252,95.27195002182918,69.0,18.0,0.0020833333333333333,17.504166666666666,0.29590626764539807
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790015312.7426138,60.0,328397.0,11.0,46814269.0,45269664.0,5473.283333333334,0.18333333333333332,0.9670056794008681,95.88114373535765,70.0,11.0,0.041666666666666664,18.68125,0.31929641916054957
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790015372.7426138,60.0,330813.0,16.0,49920096.0,48305664.0,5513.55,0.26666666666666666,0.9676596775775431,93.94200876386915,71.0,16.0,0.029227557411273485,19.860125260960334,0.3353565740785492
minisweagent-fixed_frontend-n8-7642788.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,fixed_sticky,1790015432.7426138,60.0,344932.0,17.0,46552264.0,45085920.0,5748.866666666667,0.2833333333333333,0.9685011238121523,93.19892749076776,72.0,17.0,0.02301255230125523,20.430962343096233,0.34299995983641607
