workload,replica,window_arrivals,finished_backend_arrivals,prefix_reuse,prompt_tokens_mean,uncached_tokens_mean,output_tokens_mean,queue_seconds_mean,prefill_seconds_mean,decode_seconds_mean,residence_seconds_mean
openclaw,r00,1956,1956,0.807152467622551,49146.30879345603,9477.744376278119,258.4003067484663,0.06572197576373404,0.47110835300350906,2.5441613589653436,3.0809916851466905
openclaw,r01,1956,1956,0.7815331619662063,45498.0163599182,9939.807770961144,296.14468302658486,0.05001595772799021,0.5238717481512282,3.656447231183319,4.230334936719243
openclaw,r02,1956,1956,0.7978355444110364,47404.298568507154,9583.464212678937,274.4028629856851,0.05191780665947947,0.4852423682123954,2.8586539456940776,3.3958141197943736
openclaw,r03,1956,1956,0.12231229299940273,45052.93353783231,39542.40593047035,294.68404907975463,25.30125645612919,2.5439902059993362,71.23437431782966,99.07962097797413
minisweagent,r00,5579,5579,0.7692476457157509,29287.56192866105,6758.17386628428,182.69779530381788,0.015600834662200882,0.33340256918158445,2.027974932192232,2.376978334463461
minisweagent,r01,5580,5581,0.08246205630029035,29506.779967747716,27073.590216807024,191.87242429672102,60.66452826436645,1.711979190150928,49.774265472843396,112.15077292664976
minisweagent,r02,5580,5580,0.7665083952442079,29257.091756272403,6831.285304659498,182.86379928315412,0.013327197248231299,0.33217861621509603,2.0191215940940155,2.364627407443139
minisweagent,r03,5580,5580,0.7636997229466838,29353.91164874552,6936.337455197133,193.1440860215054,0.01517122874744103,0.3403625875081797,2.231385975273361,2.5869197929204577
