run,workload,replica,minute_from_warmup_start,measurement_minute,requests,prefix_reuse,prompt_tokens_mean,uncached_tokens_mean,queue_seconds_mean,prefill_seconds_mean,decode_seconds_mean,residence_seconds_mean
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,57,47.0,27,0.75218402363145,53036.666666666664,13143.333333333334,0.026794962300401595,0.6846930763460006,3.197394421962262,3.908882467835038
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,58,48.0,34,0.8414219518502789,37189.14705882353,5897.382352941177,1.0372139513492584e-05,0.27646275302258266,1.5995105270720908,1.8759836519465727
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,59,49.0,34,0.8666612922066491,53630.55882352941,7151.029411764706,1.1051621507195865e-05,0.39571810802033935,1.4924049452426569,1.8881340868332808
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,60,50.0,27,0.866109993999661,64687.7037037037,8661.037037037036,1.3810961886688515e-05,0.4343242562824377,2.0746434417346284,2.508981528105559
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,61,51.0,25,0.8215365646008866,42238.12,7537.96,1.4572255313396454e-05,0.33294009254314005,1.1677661922201514,1.500720863342285
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,62,52.0,23,0.8667023038110014,66694.78260869565,8890.260869565218,1.08312309274207e-05,0.4814527227604033,3.409208961954826,3.890672486761342
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,63,53.0,28,0.8735937535387616,58346.17857142857,7375.321428571428,6.219122691878251e-06,0.42557877525853527,3.3849956109604267,3.8105805941990445
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,64,54.0,28,0.7992557562129979,46950.82142857143,9425.107142857143,6.772793962487153e-06,0.44316944758507554,3.7384808805737912,4.181657067367008
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,65,55.0,29,0.7596398136792003,54263.10344827586,13042.689655172413,0.107948272248152,0.7164607476121907,2.5577394754047793,3.382148496035872
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,66,56.0,40,0.8788466932181522,49024.25,5939.45,1.0574894258752465e-05,0.3004575981001835,1.6049330176843797,1.9054011821746826
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,67,57.0,32,0.833666051547431,61691.96875,10261.46875,0.008738479184103198,0.49453840077330824,1.589479060843587,2.0927559584379196
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,68,58.0,28,0.8521462042055632,38039.75,5624.321428571428,1.206303048612816e-05,0.29934386691976606,1.723534691056037,2.022890627384186
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r02,69,59.0,31,0.7863222963684532,42519.87096774193,9085.548387096775,1.0603760939932638e-05,0.3958651679943526,1.6641851717440952,2.0600609394811813
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,0,-10.0,37,0.3805919129667978,10911.027027027027,6758.378378378378,0.07024454967294996,0.6620509943459183,18.954097146061375,19.686392681018727
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,1,-9.0,110,0.6706878010006079,23331.272727272728,7683.272727272727,0.04556607391515916,0.4111386335687712,8.930796912843785,9.387501608241688
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,2,-8.0,105,0.7482418534713507,30706.038095238095,7730.495238095238,0.328100114222616,0.5194336933416448,8.222275642214697,9.069809443610055
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,3,-7.0,96,0.7593330188592955,39859.322916666664,9592.822916666666,0.2745357504900312,0.6438354788770084,10.684761126554804,11.60313235471646
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,4,-6.0,84,0.774772455640342,42731.07142857143,9624.214285714286,0.45826777648956823,0.6516878466437837,20.518499918035342,21.628455528191157
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,5,-5.0,78,0.7684780995253054,46553.55128205128,10778.166666666666,0.5238373970988994,0.8377611265302851,60.79630986895436,62.15790839378651
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,6,-4.0,66,0.5013919553600676,44819.22727272727,22347.227272727272,2.7779148849305892,1.7958530546448221,69.86310875092309,74.43687669074896
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,7,-3.0,42,0.11426408143316034,42137.97619047619,37323.119047619046,14.785665435616725,2.3898919329124815,63.0387458108044,80.21430317560832
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,8,-2.0,34,0.20806499642880866,39408.5,31208.970588235294,6.00229925447938,1.9432710679864291,111.70613564370775,119.65170595926396
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,9,-1.0,47,0.18614958448753463,40132.44680851064,32661.808510638297,5.687870104118508,2.1793993346918215,70.51206944718898,78.37933891884823
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,10,0.0,44,0.04709020218463703,43321.11363636364,41281.11363636364,16.726291876217477,2.481318226179362,58.33670227828605,77.54431237957694
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,11,1.0,32,0.16043451013160642,46074.875,38682.875,21.20959216045594,2.396734518224548,70.29088567005965,93.89721233397722
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,12,2.0,31,0.033030116829656016,55175.45161290323,53353,22.10280557704579,2.930105355665869,87.27332807328521,112.30623899736712
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,13,3.0,29,0.13386137990221164,43796.206896551725,37933.58620689655,26.483168195049952,2.3946931832389713,81.59066846858357,110.46852987388084
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,14,4.0,35,0.15513668818662946,39091.05714285714,33026.6,14.752753085623096,2.1716360990756325,54.27186098625617,71.19625017983573
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,15,5.0,38,0.12141804563501375,44859.36842105263,39412.63157894737,12.715018054378513,2.5570490741979723,61.928681119155186,77.20074824910415
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,16,6.0,31,0.12352528324588082,48259.67741935484,42298.3870967742,15.641097821265218,2.794017001956461,55.435570148683546,73.87068496980974
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,17,7.0,35,0.10851659209839849,37951.8,33833.4,3.674982691642695,2.225958621648273,49.94342080060659,55.844362122671946
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,18,8.0,45,0.14541243790240616,31549.8,26962.066666666666,1.4627545166812423,1.7564718454351855,56.77995564353445,59.999182028240625
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,19,9.0,51,0.35618498342086236,40838,26292.117647058825,3.2652281565436474,1.7225516579734783,70.55674181262707,75.54452159825493
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,20,10.0,42,0.1455067219486778,36373.380952380954,31080.809523809523,6.143154686455437,2.191976622495401,69.86445336706848,78.19958467142922
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,21,11.0,41,0.14065036161872688,35342.439024390245,30371.51219512195,4.186365534852418,2.104664696261241,89.33665550763651,95.62768571551253
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,22,12.0,46,0.09175400623334022,36528.67391304348,33177.02173913043,8.441336169413736,2.156948958812079,56.78879084170836,67.38707596841066
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,23,13.0,36,0.07680315957901666,37810.944444444445,34906.944444444445,12.518181014825435,2.3015687184201346,74.13588187573866,88.9556316004859
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,24,14.0,42,0.09728446393261302,42902.166666666664,38728.45238095238,17.37305103873812,2.4325711136750345,63.62995314770489,83.4355753149305
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,25,15.0,31,0.14612399015534364,52335.58064516129,44688.096774193546,27.844804735944397,2.7831722642445276,89.08658883811515,119.71456583084598
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,26,16.0,32,0.13047091802955388,53241.75,46295.25,27.217898149276152,2.783736160628905,75.60617758260196,105.60781187564135
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,27,17.0,29,0.12325782784917355,49336.44827586207,43255.34482758621,33.38609627116439,2.52334762452941,69.05113153792276,104.9605754408343
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,28,18.0,32,0.03400189526881262,63084.71875,60939.71875,42.20198255660216,3.5505582015612163,54.209983873144665,99.96252459287643
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,29,19.0,24,0.05551893486209511,47155.083333333336,44537.083333333336,44.98033456131816,2.7207590243876134,63.67181390781965,111.37290743986766
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,30,20.0,24,0.04430911951391526,49154.666666666664,46976.666666666664,28.8771227610996,2.6449740499665495,76.01714111160254,107.53923791646957
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,31,21.0,28,0.1842782946133855,54337.07142857143,44323.92857142857,31.181248808562355,3.0143714521545917,73.94399907829938,108.1396193248885
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,32,22.0,25,0.236742664475916,54240.16,41399.2,27.5698005414661,2.714579134657979,83.0341224436555,113.3185021495819
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,33,23.0,25,0.0495013750381955,46078.72,43797.76,20.176108879549428,2.720115442276001,73.62049280270003,96.51671712875367
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,34,24.0,33,0.1379955968277078,41044.78787878788,35380.78787878788,10.133436653995886,2.367977338476163,62.08493992027996,74.58635390888561
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,35,25.0,41,0.1040710080090233,34771.756097560974,31153.024390243903,6.568499797750719,2.268256242375639,81.82680976409011,90.66356582757903
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,36,26.0,37,0.32771938610245005,40800.89189189189,27429.64864864865,8.240480278039703,1.912706980972576,91.11269098257243,101.26587823919348
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,37,27.0,48,0.19796655120241866,39339.979166666664,31551.979166666668,5.748430822859518,2.1649410867054635,67.96677562429493,75.88014752666156
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,38,28.0,40,0.16534498380967766,42710.7,35648.7,17.93272221345105,2.190901601978112,109.0029537885217,129.12657763361932
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,39,29.0,32,0.18947919857579834,42234.1875,34231.6875,19.00384760103043,2.2875618871767074,53.45746864200191,74.74887812137604
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,40,30.0,35,0.03401322199586108,49674.8,47985.2,32.73908424900313,2.8547604458805704,48.90777316812559,84.50161783354623
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,41,31.0,29,0.04871445250945075,42233.44827586207,40176.06896551724,39.48056749557145,2.4918457738782185,127.17885304248796,169.15126631999837
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,42,32.0,29,0.11747869105532498,50213.65517241379,44314.620689655174,38.61790304571583,2.920415256630051,80.87981121714934,122.41812951811428
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,43,33.0,27,0.11442862087567705,47509.48148148148,42073.03703703704,41.081884203564925,2.81629069454761,68.6467105419444,112.54488544110899
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,44,34.0,29,0.06078840722092595,44926.89655172414,42195.862068965514,36.982911817705386,2.4925425381094604,98.04990785555304,137.5253622285251
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,45,35.0,27,0.024797199214413798,43374.07407407407,42298.51851851852,36.677888948789416,2.410100547838266,50.076369457403885,89.164358942597
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,46,36.0,28,0.03191151264590118,52591.857142857145,50913.57142857143,52.294884933549575,3.1022643493571587,60.0387610341838,115.4359103015491
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,47,37.0,23,0.19303856563722535,55179.782608695656,44527.95652173913,46.944342383639075,2.8934442888256973,65.14607618811905,114.98386288725811
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,48,38.0,27,0.21046765845374768,54633.88888888889,43135.22222222222,36.508307387457336,3.011373838401158,66.76007258651468,106.27975379979169
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,49,39.0,32,0.09330384073999598,35898.84375,32549.34375,31.523617570062925,2.2667494954075664,77.8724594925734,111.66282656043768
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,50,40.0,36,0.07098331422355046,35952.11111111111,33400.11111111111,29.37665293706555,2.1897421155849264,149.82155621163676,181.38795124822192
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,51,41.0,32,0.09050279045179269,36827.59375,33494.59375,9.33071332230611,2.2842170660733245,46.56177985891554,58.17671024054289
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,52,42.0,37,0.1598507792927719,45439.67567567567,38176.10810810811,16.762802354223723,2.5480948358937794,90.65631035266041,109.96720753489313
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,53,43.0,33,0.17494851151469762,53410,44066,21.769834982718088,2.9782520296602426,81.4125081169927,106.1605951497049
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,54,44.0,29,0.12098327833599051,46501.724137931036,40875.793103448275,28.73538080171746,2.6102931914642324,98.72171269244001,130.06738670941056
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,55,45.0,31,0.06988057656517555,51184.096774193546,47607.32258064516,32.24091949401003,3.0894549056632266,62.963022626267986,98.29339704975006
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,56,46.0,27,0.11670821969906287,45576.148148148146,40257.03703703704,38.92980876947857,2.6611450304346227,54.87567421024734,96.46662799517314
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,57,47.0,28,0.1183117967867145,47974.92857142857,42298.92857142857,30.21837613022321,2.8567183215719916,93.22035900107585,126.29545343773705
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,58,48.0,33,0.0773431871528504,43029,39701,29.42429728180904,2.5692174972006767,52.38999364901842,84.38350842215799
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,59,49.0,34,0.09640532697042449,51869.23529411765,46868.76470588235,39.46078463921816,2.895346815293819,70.32335216958103,112.67948363107793
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,60,50.0,27,0.030095560343118465,44834.96296296296,43485.62962962963,47.63992191162133,2.7141357888553843,52.1952002364366,102.54925788773431
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,61,51.0,25,0.19692075143929982,56735.92,45563.44,49.39385464120656,3.093125415695831,65.86856479265727,118.35554487228393
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,62,52.0,23,0.033821489429407006,63124.260869565216,60989.30434782609,51.81677308516658,3.650344083308364,58.706307546670914,114.17342466893403
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,63,53.0,28,0.22385508396996037,52901.57142857143,41059.28571428572,47.567389546427876,2.8200448285538835,59.55727860382259,109.944712970938
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,64,54.0,28,0.08857990309895448,42576.57142857143,38805.142857142855,44.77095036121318,2.5010468781193986,48.45111501094652,95.72311225959233
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,65,55.0,29,0.16720074141001542,35607.8275862069,29654.172413793105,26.69457431551037,2.1932239804481126,46.69872057325496,75.58651889603713
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,66,56.0,41,0.027198990544515345,47821,46520.31707317073,33.753579443831725,2.9141990681939824,43.71141377062446,80.37919229995913
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,67,57.0,31,0.12201705154020821,49693.74193548387,43630.25806451613,47.97689566755247,2.9349845094501132,85.09590757179315,136.00778774292237
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,68,58.0,28,0.17720232022454876,50653.96428571428,41677.96428571428,41.85488263470221,2.854553548552628,82.98989739308932,127.69933354854584
openclaw-routing-n4-round_robin-7642785.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,openclaw,r03,69,59.0,31,0.07141295306536945,42930.67741935484,39864.87096774193,45.20536464270985,2.5397563235338536,61.27972460823554,109.0248455770554
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,0,-30.0,117,0.6124996551829273,5886.931623931624,2281.188034188034,0.04437795980897151,0.30236098123515326,2.0619832097461175,2.408722152057876
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,1,-29.0,234,0.8177342473940277,8838.179487179486,1610.8974358974358,3.05634298417558e-06,0.17495260059507164,3.674977308471536,3.8499329558804503
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,2,-28.0,279,0.8302295690309521,10624.551971326166,1803.7347670250897,0.0003857603772313044,0.19353240785459358,4.853992369706913,5.047910536489179
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,3,-27.0,257,0.8321585558715823,12941.712062256809,2172.1556420233464,0.0011543033659052293,0.21109998071066136,5.788103200022334,6.000357485003045
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,4,-26.0,238,0.8552967494258691,17368.231092436974,2513.2394957983192,0.0008392441800615492,0.23412797832176746,6.2508877204269355,6.485854950271735
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,5,-25.0,205,0.8146438174139254,19548.414634146342,3623.419512195122,0.005974868494199544,0.26827383277051875,5.352119105216116,5.626367798084166
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,6,-24.0,180,0.7978446249325669,21482.21111111111,4342.7444444444445,0.022069760678439503,0.31513177421228544,6.235715772179214,6.572917307747735
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,7,-23.0,175,0.7740448682144632,19489.457142857143,4403.742857142857,0.03436451655546469,0.31207388654085144,5.289384398457727,5.635822790690831
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,8,-22.0,119,0.7952213107083814,23707.495798319327,4854.789915966387,0.01677818034830339,0.27772564193265153,3.800297046759158,4.094800872963016
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,9,-21.0,93,0.8331705702226269,21437.58064516129,3576.4193548387098,0.004480667119365065,0.22746898528058282,1.8058481327513414,2.0377977996744137
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,10,-20.0,86,0.7496851618638418,27311.93023255814,6836.581395348837,0.010284220531777761,0.3315528867343917,3.5804781379329778,3.922315245450929
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,11,-19.0,90,0.7466818131812478,22926.67777777778,5807.7444444444445,0.006972005624427563,0.30142994748894125,3.422024222647047,3.7304261710908677
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,12,-18.0,85,0.7637969834254571,27399.211764705884,6471.7764705882355,0.0025305785019608105,0.29847158618435704,2.2201809324433697,2.521183095258825
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,13,-17.0,78,0.8149728451450117,27036.29487179487,5002.448717948718,0.008267302418318696,0.2742507117651164,1.8333655709329133,2.1158835765642996
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,14,-16.0,75,0.7903732619285737,30997,6497.8,4.2275246232748036e-06,0.31317919222638013,1.4344866898066053,1.7476700973510741
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,15,-15.0,75,0.6298536509670933,24746.32,9159.76,0.01579563623604675,0.3958955883948753,2.4248775545693935,2.8365687878926593
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,16,-14.0,74,0.7880129232491287,25497.72972972973,5405.189189189189,5.2321230287890175e-06,0.2853427914009002,1.8141095700069658,2.0994576183525293
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,17,-13.0,84,0.649071667700151,20791.89285714286,7296.464285714285,0.01304766975642581,0.33366646352113183,1.7422319090331992,2.088946038768405
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,18,-12.0,80,0.8290082334567734,23955.6125,4096.2125,4.34197427239269e-06,0.2351780692115426,1.6795683711214224,1.9147507816553115
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,19,-11.0,84,0.8030990638462605,27307.785714285714,5376.928571428572,0.010889325049772327,0.2828872976076257,2.014055311064502,2.307831951550075
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,20,-10.0,80,0.760430463576159,26576,6366.8,0.017858041674480775,0.3018110139411874,1.683850411293679,2.0035194754600525
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,21,-9.0,82,0.7019749564893984,22821.743902439026,6801.451219512195,0.00572248601649956,0.33598534401971847,2.25390348040283,2.595611316401784
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,22,-8.0,73,0.8494527690356523,18664.328767123287,2809.8630136986303,4.980757781495787e-06,0.18121561788226645,1.513240859126162,1.694461459982885
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,23,-7.0,75,0.8193520996489845,28139.306666666667,5083.306666666666,0.003239670644203822,0.28238913101144136,1.879194419955214,2.1648232173919677
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,24,-6.0,75,0.7725219466462115,30036.48,6832.64,0.002932777131597201,0.34490350605919956,3.3168063108312587,3.664642581939697
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,25,-5.0,80,0.7895317244685952,25028,5267.6,0.003226059506414458,0.27972301561385393,1.651074440870434,1.934023517370224
minisweagent-routing-n4-round_robin-7642786.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,minisweagent,r00,26,-4.0,79,0.8272199536922978,22453,3879.4303797468356,3.865925901675526e-06,0.21596887747203058,1.9787747374989233,2.1947474751291396
